Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
F133,L - ??,Patient Lift Pads x3; Wheelchair Pads x2,No EXP,5/7/2012,,,,x
F134,S - ??,Nail Brushes x3 Boxes,No EXP,5/18/2012,,,,x
F135,S - ??,Hair Combs,No EXP,5/18/2012,,,,x
F136,S - ??,Hair Combs,No EXP,5/18/2012,,,,x
F137,S - ??,Nail Brushes x2; Deodorant x60,No EXP,5/18/2012,,,,x
F138,S - ??,"Mouth Wash, Lotion, Deodorant",No EXP,5/23/2012,,,,x
F139,S - ??,200+ Black Plastic Hair Combs,No EXP,6/20/2012,,,,x
F140,S - ??,200+ Black Plastic Hair Combs,No EXP,6/20/2012,,,,x
F141,S - ??,Shampoo Caps,No EXP,6/20/2012,,,,x
F142,L - ??,Personal Care Supplies,No EXP,7/16/2012,,,,x
F143,L - ??,Oral Care,1/2014,9/14/2012,,,,x
F144,L - 18 lbs.,Anti-Embloism Stockings: Sm. x65; Med. x18; Lg. x6; XL x3; XXL x16,11/2013,9/14/2012,,,,x
F145,L - 16.5 lbs.,Oral Care,10/2013,9/17/2012,,,,x
F146,S - ??,Shampoo Caps; Shower Caps,No EXP,10/5/2012,,,,x
F151,S - ??,"Assorted Orthotics: Heel, Toe, Shoe",No EXP,10/8/2012,,,,x
F152,S - 16 lbs.,Personal Care,No EXP,10/17/2012,,,,x
F153,S - 9 lbs.,Personal Care,No EXP,10/17/2012,,,,x
F154,L - 35 lbs.,Patient Care: Misc.,No EXP,10/17/2012,,,,x
F155,L - 15.5 lbs.,Eye Care: Pads; Shields; Spears; Charts; Irrigators,6/2015,1/4/2013,,,,x
F155,L - 25.25 lbs.,Personal Care: Mix,No EXP,1/4/2013,,,,x
F156,L - 27 lbs.,Opthamalic Surgery: Eye Cannulas; Sponges; Dressings; Irrigators; Eye Pack; B&L Lens Delivery,6/2015,1/4/2013,,,,x
F157,S - 4.0 lbs.,Eye Pads and Shield,9/2017,4/1/2017,,,,x
F158,S - 4.0 lbs.,Eye Pads,6/2017,4/1/2013,,,,x
F159,S - 9.8 lbs.,Dental Bibs,No EXP,8/12/2013,,,,x
F160,S - 11.4 lbs.,Dental Bibs,No EXP,8/12/2013,,,,x
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
