Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
M355,L - 15.5 lbs.,Dressings (Unsterile): 33 Heavy Drainage,No EXP,2/20/2013,,,,x
M356,L - 15 lbs.,Dressings (Unsterile): 30 Heavy Drainage,No EXP,2/20/2013,,,,x
M357,L - 12.5 lbs.,Dressings (Sterile),12/2015,2/27/2013,,,,x
M358,L - 16 lbs.,Dressings (Unsterile): Assorted,No EXP,3/5/2013,,,,x
M359,L - 28.0 lbs.,ACE Bandages: All Sizes,No EXP,3/26/2013,,,,x
M360,L - 12.5 lbs.,Sterile Dressings (Non-Medicated): Assorted,9/2014,3/26/2013,,,,x
M361,S - 10.6 lbs.,ACE Bandages: All Sizes,No EXP,4/1/2013,,,,x
M362,S - 12.8 lbs.,ACE Bandages: All Sizes,No EXP,4/1/2013,,,,x
M363,L - 13 lbs.,Roll Gauze,No EXP,4/12/2013,,,,x
M364,L - 14 lbs.,Dressings (Sterile),8/2016,4/12/2013,,,,x
M365,S - 7 lbs.,V.A.C. Wound Care Dressings w/ Canisters,9/2015,4/26/2013,Kathy Collins,,8/15/2013,x
M366,S - 10.1 lbs.,Dressings (Sterile),4/2015,5/13/2013,,,,x
M367,L - 14.8 lbs.,Dressings (Sterile),11/2016,5/13/2013,,,,x
M368,L - 29 lbs.,Medicated/Treated Dressings (Sterile),6/2014,5/13/2013,,,,x
M369,S - 17.8 lbs.,Tegaderm,10/2014,5/13/2013,,,,x
M370,L - 16 lbs.,Roll Gauze,No EXP,5/13/2013,,,,x
M371,S - 11 lbs.,Tegaderm (Unsterile),No EXP,5/13/2013,,,,x
M372,L - 16.8 lbs.,Dressings (Sterile),10/2014,6/3/2013,,,,x
M373,L - 12.4 lbs.,Dressings (Sterile),12/2015,6/7/2013,,,,x
M374,L - 21.0 lbs.,Wound Care: Lg. Wounds; Drainage Bags; Iodoform Packs,3/2016,7/11/2013,,,,x
M375,L - 16.2 lbs.,"Dressings (Sterile, Non-Medicated)",8/2014,7/11/2013,,,,x
M376,L - 15.6 lbs.,Lg. Burn Dressings (Sterile): 13 Pads; 10 Sheets; 19 Lg. Dressings,9/2015,7/16/2013,,,,x
M377,L - 15.8 lbs.,"Dressings (Sterile): 2x2, 3x4, 4x4, ABDs, Fluffs, IV Sponges",9/2014,7/16/2013,,,,x
M378,L - 12.5 lbs.,Burn Dressings (Sterile): 20 Cell Pads,12/2015,7/16/2013,,,,x
M379,L - 14.6 lbs.,Dressings (Unsterile): Lg. Surgical Sponges; 4x4 Sponge; 2x2 Gauze; 4x4 Gauze; Roll Gauze; IV Cover Sites,No EXP,8/7/2013,,,,x
M380,S - 14.4 lbs.,Ace Bandages,No EXP,8/7/2013,,,,x
M381,S - 13.4 lbs.,Ace Bandages,No EXP,8/7/2013,,,,x
M382,S - 12.0 lbs.,Wound Care: Complete 3-Layer Bandaging System x1; Padding Bandages x55; Unna Packs x6; Unna Boot x2; Plain Packing Strips x10 Bottles,05/2017,8/7/2013,,,,x
M383,S - 9.2 lbs.,Wound Care: Complete 3-Layer Bandaging System x9; Padding Bandages x54,No EXP,8/7/2013,,,,x
M384,L - 15.2 lbs.,"Dressings (Sterile, Non-Medicated): 2x2; 4x4 (Gauze, Drain, Cover, Surgical); 6x6.75 Super Sponges; Dressing Change Trays; Surgical Dressings; ABDs; Non-Adherent Pads & Dressings; Foam Dressings; Heavy Drainage Packs",01/2015,8/12/2013,,,,x
M385,,,,,,,,
M386,,,,,,,,
M387,,,,,,,,
M388,,,,,,,,
M389,,,,,,,,
M390,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
