Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
U68,L - 22 lbs.,25 Lg. Paper Drapes (Unsterile),No EXP,12/6/2012,,,,x
U69,L - 25.5 lbs.,"24 OR Drapes & Sheets (Paper, Unsterile)",No EXP,12/6/2012,,,,x
U70,S - 13 lbs.,37 Tail Drapes (Unsterile),No EXP,12/6/2012,,,,x
U71,L - 25 lbs.,22 Large Drapes (Unsterile),No EXP,12/6/2012,,,,x
U72,S - 21 lbs.,105 Under Buttocks Drapes,No EXP,12/6/2012,,,,x
U73,L - 18 lbs.,42 OR Paper Sheets,No EXP,12/6/2012,,,,x
U74,L - 23.5 lbs.,Sheets/Drapes OR Lg. x32,No EXP,12/14/2012,,,,x
U75,L - 17.5 lbs.,Autoclave Wraps x125; Pouches x200 (Unsterile),No EXP,12/14/2012,,,,x
U76,L - 20 lbs.,"60 OR Sheets (Unsterile, Paper)",No EXP,1/4/2013,,,,x
U77,L - 24 lbs.,"24 OR Lg. Sheets/Drapes (Unsterile, Paper)",No EXP,1/4/2013,,,,x
U78,L - 33 lbs.,Plastic Drapes (Unsterile),No EXP,1/8/2013,,,,x
U79,L - 24.5 lbs.,4 Surgical Packs Extermity,No EXP,1/8/2013,,,,x
U81,L - 27 lbs.,26 Surgical Drapes (Unsterile),No EXP,1/8/2013,,,,x
U83,L - 17.5 lbs.,50 OR Paper Sheets (Unsterile),No EXP,1/11/2013,,,,x
U84,S - 10.5 lbs.,50 Under-Buttocks Drapes (Unsterile),No EXP,1/11/2013,,,,x
U86,L - 23 lbs.,Lg. OR Drapes (Unsterile),No EXP,1/11/2013,,,,x
U87,L - 32 lbs.,60 Plastic Sheets (Unsterile),No EXP,1/18/2013,,,,x
U88,L - 30 lbs.,"Lap Sheets x20; Drapes x5 (Paper, Unsterile)",No EXP,1/18/2013,,,,x
U89,L - 12 lbs.,Autoclave Wraps x130,No EXP,1/18/2013,,,,x
U161,L - 20 lbs.,5 Sterile OR Packs (Shoulder),3/2014,3/5/2013,,,,x
U162,S - 16.5 lbs.,Drapes Small (Sterile); Towel Drapes x235,8/2016,3/15/2013,,,,x
U163,L - 20 lbs.,Drapes (Unsterile) x75,No EXP,3/26/2013,,,,x
U164,L - 28 lbs.,"Sheets (Unsterile, Plastic) x40",No EXP,3/26/2013,,,,x
U165,L - 26.5 lbs.,Lg. Drapes (Unsterile) x25,No EXP,3/26/2013,,,,x
U166,S - 11 lbs.,Tail Drapes x28,No EXP,3/26/2013,,,,x
U167,L - 12 lbs.,Autoclave Wraps x114,No EXP,3/26/2013,,,,x
U168,L - 17 lbs.,Surgical Packs (Sterile): Thorasic x1; Vascular Minor x1,7/2014,3/26/2013,,,,x
U169,L - 26.4 lbs.,Lg. Drapes (Unsterile) x35,No EXP,3/26/3013,,,,x
U170,L - 27.5 lbs.,Lg. Drapes (Unsterile),No EXP,3/26/2013,,,,x
U171,L - 25.5 lbs.,Lg. Drapes (Unsterile) x25,No EXP,3/26/2013,,,,x
U172,L - 25 lbs.,Lg. Drapes (Unsterile) x28,No EXP,3/26/2013,,,,x
U173,S - 10 lbs.,Quarter Drapes x247,No EXP,4/1/2013,,,,x
U174,L - 26.8 lbs.,Lg. Drapes (Unsterile),No EXP,4/12/2013,,,,x
U176,S - 10.4 lbs.,Mayo Stand Covers (Unsterile) x50,No EXP,4/26/2013,,,,x
U177,S - 9.6 lbs.,Quarter Drapes (Sterile) x134,No EXP,4/26/2013,,,,x
U178,S - 12.8 lbs.,Mayo Stand Covers (Unsterile) x65,No EXP,4/26/2013,,,,x
U179,S - 14.6 lbs.,Mayo Stand Covers (Unsterile) x74,No EXP,4/26/2013,,,,x
U180,S - 21 lbs.,Quarter Drapes (Sterile) x160,11/2016,4/26/2013,,,,x
U181,L - 33.2 lbs.,"Sheets (Plastic, Unsterile) x43",No EXP,4/26/2013,,,,x
U182,L - 21.4 lbs.,"Sheets (Paper, Unsterile) x62",No EXP,4/26/2013,,,,x
U183,L - 28 lbs.,Lg. Drapes (Unsterile) x31,No EXP,4/26/2013,,,,x
U184,L - 26.6 lbs.,Lg. Drapes (Unsterile) x25,No EXP,4/26/2013,,,,x
U185,L - 15.0 lbs.,Autoclave Wraps,No EXP,5/13/2013,,,,x
U186,L - 30.6 lbs.,Plastic Sheets (Unsterile) x54,No EXP,5/13/2013,,,,x
U187,L - 26.6 lbs.,Lg. Drapes (Unsterile) x24,No EXP,6/3/2013,,,,x
U189,L - 26.6 lbs.,Lg. Drapes (Unsterile) x24,No EXP,7/11/2013,,,,x
U190,L - 18.8 lbs.,Autoclave Wraps,No EXP,7/11/2013,,,,x
U191,L - 20.6 lbs.,"Sheets (Unsterile, Paper) x59",No EXP,7/11/2013,,,,x
U192,L - 33.8 lbs.,"Sheets (Unsterile, Plastic) x46",No EXP,7/11/2013,,,,x
U193,L - 21.8 lbs.,"Sheets (Unsterile, Paper) x73",No EXP,7/11/2013,,,,x
U194,L - 28.0 lbs.,"Lg. Drapes (Unsterile, Paper) x30",No EXP,7/12/2013,,,,x
U195,L - 28.6 lbs.,"Lg. Drapes (Unsterile, Paper) x24",No EXP,7/12/2013,,,,x
U196,L - 29.4 lbs.,"Lg. Drapes (Unsterile, Paper) x30",No EXP,7/12/2013,,,,x
U197,L - 29.6 lbs.,"Lg. Drapes (Unsterile, Paper) x30",No EXP,7/12/2013,,,,x
U198,L - 25.4 lbs.,"Lg. Drapes (Unsterile, Paper) x24",No EXP,7/12/2013,,,,x
U199,L - 27.8 lbs.,"Lg. Drapes (Unsterile, Paper) x34",No EXP,7/12/2013,,,,x
U200,L - 27.4 lbs.,"Lg. Drapes (Unsterile, Paper) x30",No EXP,7/12/2013,,,,x
U201,L - 26.4 lbs.,"Lg. Drapes (Unsterile, Paper) x24",No EXP,7/12/2013,,,,x
U202,L - 28.2 lbs.,"Lg. Drapes (Unsterile, Paper) x32",No EXP,7/12/2013,,,,x
U203,L - 20.8 lbs.,Autoclave Wraps: 3 Packs of 12,6/2017,,,,,x
U204,L - 20.8 lbs.,Autoclave Wraps: 3 Packs of 12,6/2017,,,,,x
U205,L - 20.8 lbs.,Autoclave Wraps: 3 Packs of 12,6/2017,,,,,x
U206,L - 18.4 lbs.,Autoclave Wraps: 2 Packs of 12,6/2017,,,,,x
U207,L - 20.8 lbs.,Autoclave Wraps: 3 Packs of 12,7/2016,,,,,x
U208,L - ??,???,,,,,,
U209,L - 20.8 lbs.,Autoclave Wraps: 3 Packs of 12,6/2017,,,,,x
U210,L - 28.8 lbs.,"Lg. Drapes (Unsterile, Paper) x29",No EXP,8/7/2013,,,,x
U211,L - 15.0 lbs.,Surgical Pack: 1 Plastic Torso Pack,07/2015,8/7/2013,,,,x
U212,L - 16.2 lbs.,Surgical Pack: 1 Plastic Free Flap Pack - Pack B,11/2014,8/7/2013,,,,x
U213,L - 14.2 lbs.,Surgical Pack: 1 Lap. Prostatectomy Davinci,06/2014,8/7/2013,,,,x
U214,S - 9.2 lbs.,Blue Quarter Drapes,No EXP,8/7/2013,,,,x
U215,S - 12.4 lbs.,Mayo Stand Covers (Unsterile) x62,No EXP,8/7/2013,,,,x
U216,S - 17.6 lbs.,Mayo Stand Covers (Unsterile) x90,No EXP,8/7/2013,,,,x
U217,L - 29.8 lbs.,"Lg. Drapes (Unsterile, Paper) x31",No EXP,8/12/2013,,,,x
U218,L - 32.2 lbs.,Plastic Sheets (Unsterile) x66,No EXP,8/12/2013,,,,x
U219,L - 30.0 lbs.,"Lg. Drapes (Unsterile, Paper) x29",No EXP,8/12/2013,,,,x
U220,L - 19.6 lbs.,Surgical Drapes x21,01/2017,8/12/2013,,,,x
U221,L - 16.8 lbs.,Surgical Drapes x18,12/1015,8/12/2013,,,,x
U222,L - 20.4 lbs.,"Sheets (unsterile, paper) x 51",No EXP,8/28/2013,,,,
U223,L - 28.4 lbs.,"Drapes (unsterile, large) x 27",No EXP,8/28/2013,,,,
,,,,,,,,
,,,,,,,,
