Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
W138,S - 12 lbs.,"Sterile Towels (4 Boxes of 50 18""x26"")",No EXP,10/21/2012,,,,x
W139,S - 12 lbs.,"Sterile Towels (4 Boxes of 50 18""x26"")",No EXP,10/21/2012,,,,x
W140,S - 12.5 lbs.,Skin Prep (Unsterile): Assorted,3/2014,10/24/2012,,,,x
W141,S - 7 lbs.,Skin Prep (Sterile): Misc.,5/2014,10/24/2012,,,,x
W142,L - 24 lbs.,"OR Misc. Supplies: Sterile Towel Drapes, Marking Pens, Suction Tubing, etc.",08/2016,10/24/2012,,,,x
W144,L - 4.5 lbs.,Foam Sponges,No EXP,10/31/2012,,,,x
W145,S - 14 lbs.,Magnetic Instrument Pads (Unsterile) x20,No EXP,10/31/2012,,,,x
W146,L - 27 lbs.,Misc. Sterile OR Supplies: Set Up Packs (12); Suction Tubing (7); Cassette Drapes (15); Bag Decanter (6); 60 ml. Syringe (3); Marking Pens (40); Needle Boxes (5); Yankauer (20); Cautery (18),01/2014,11/2/2012,,,,x
W147,S - 9 lbs.,Steri-Drapes/Ioban (100) Sterile,01/2014,11/5/2012,,,,x
W148,L - 15 lbs.,"Surgical Packs (Sterile): 1 Laparoscopy, 1 Fem. Pop.",5/2015,11/19/2012,,,,x
W149,L - 18 lbs.,OR Packs Fem/Pop Pack (Sterile); EMT Resuscitation Packs,9/2014,11/19/2012,,,,x
W151,L - 22 lbs.,OR Packs: 5 Hip Drape Pouches; 3 Shoulder Drape Packs; 6 Sterile Gowns,12/2016,11/20/2012,,,,x
W154,L - 25 lbs.,1 Sterile OR Universal Pack; 18 Leggings; 4 Gowns; 10 Bulb Syringes; 6 Suction Tubing; 15 Raytex; 3 Needle Box Tips,04/2017,11/27/2012,,,,x
W156,S - 5 lbs.,Skin Prep (Sterile),4/2014,12/3/2012,,,,x
W160,L - ??,??,,,Cannibalized?,,,x
W161,L - 22 lbs.,Skin Prep Unsterile & Expired Sterile,No EXP,12/14/2012,,,,x
W162,L - 18.5 lbs.,"OR Sterile Supplies: Suction Tubing, Marking Pens, Towel Drapes, Roll Gauze, etc.",6/2015,1/4/2013,,,,x
W163,L - 8 lbs.,Foam Sponges,No EXP,1/11/2013,,,,x
W165,S - 16.5 lbs.,23 Magnetic Instrument Pads,No EXP,1/18/2013,,,,x
W166,L - 14.5 lbs.,"OR Supplies: Yankauers, Suction Tubing, Bowls, etc.",2/2015,2/7/2013,,,,x
W167,L - 5.5 lbs.,Foam Sponges,No EXP,2/18/2013,,,,x
W168,L - 24.5 lbs.,Misc. OR Supplies (Sterile): Marking Pens x32; Towel Drapes x150; Suction Tubing x30; Stockinettes (4x48) x11,11/2015,,,,,x
W169,L - 23 lbs.,Misc. OR Supplies (Sterile),9/2014,3/15/2013,,,,x
W170,L - 20 lbs.,Sterile Surgical Packs: Plastic Flap Cyst.,10/2014,3/15/2013,,,,x
W171,L - 23 lbs.,Skin Prep: Prep Trays x3; Shaver & Blades; Sterile Skin Prep x118; Unsterile x163,3/2014,3/26/2013,,,,x
W172,L - 10.5 lbs.,Surgical Patties and Tonsil Ball Sponges,2/2016,3/26/2013,,,,x
W173,L - 16 lbs.,86 Impervious Stockinettes,No EXP,4/26/2013,,,,x
W174,S - 16.6 lbs.,Magnetic Instrument Pads (Unsterile),No EXP,6/3/2013,,,,x
W175,L - 6.0 lbs.,Foam Immobilizers,No EXP,7/11/2013,,,,x
W176,S - 19.6 lbs.,Magnetic Instrument Pads (Unsterile) x30,No EXP,7/12/2013,,,,x
W177,L - 22.4 lbs.,OR suction tubing (sterile),No EXP.,8/28/2013,,,,
W178,,,,,,,,
W179,,,,,,,,
W180,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
