Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
E353,L - ??,Chux (disposable),No EXP,4/12/2012,,,,x
E354,L - ??,Adult diapers,No EXP,4/17/2012,,,,x
E355,,Adult diapers,No EXP,4/30/2012,,,,x
E356,,Adult diapers,No EXP,4/30/2012,,,,x
E357,,Adult diapers,No EXP,4/30/2012,,,,x
E358,,Adult diapers,No EXP,4/30/2012,,,,x
E359,,Adult diapers,No EXP,4/30/2012,,,,x
E360,,"57 Entral pump delivery system, air entrainment mask, 2 mini chest drains, breathing circuits",2016,4/30/2012,,,,x
E361,,Adult diapers x 104,No EXP,5/7/2012,,,,x
E362,,Adult diapers x 6 pks,No EXP,5/7/2012,,,,x
E363,,Adult diapers x 8 pks,No EXP,5/7/2012,,,,x
E366,,Adult diapers x 146,No EXP,5/7/2012,,,,x
E368,,Disposable chux x 20,No EXP,5/18/2012,,,,x
E369,,Adult diapers x 6 pks,No EXP,5/18/2012,,,,x
E370,,"Pediatric electrodes x 100, O2 probes x 60, feeding syringes x 25",6/2013,5/18/2012,,,,NO
E371,,Disposable chux x 20 packs,No EXP,5/23/2012,,,,x
E372,,Disposable chux x 22 packs,No EXP,5/23/2012,,,,x
E373,,Disposable chux x 22 packs,No EXP,5/23/2012,,,,x
E374,,Adult diapers x 125,No EXP,5/23/2012,,,,x
E376,,Pant liners x 220,No EXP,5/23/2012,,,,x
E377,,Diapers child,No EXP,5/23/2012,,,,x
E378,,Adult diapers 10 packs,No EXP,5/23/2012,,,,x
E379,,Adult diapers,No EXP,5/29/2012,,,,x
E380,,Pediatric respiratory supplies,10/2013,6/20/2012,,,,x
E381,,6 packs belted undergarments,No EXP,6/20/2012,,,,x
E382,,Pediatric respiratory circuit,No EXP,6/20/2012,,,,x
E383,,Adult diapers 9 packs,No EXP,7/3/2012,,,,x
E384,,Adult diapers 9 packs,No EXP,7/3/2012,,,,x
E385,,Adult diapers 8 packs,No EXP,7/3/2012,,,,x
E386,,Adult diapers,No EXP,7/26/2012,,,,x
E387,,Adult diapers,No EXP,7/26/2012,,,,x
E388,,Adult diapers,No EXP,7/26/2012,,,,x
E389,,Adult diapers,No EXP,7/26/2012,,,,x
E390,,Adult diapers,No EXP,7/26/2012,,,,x
E391,,Adult diapers,No EXP,7/26/2012,,,,x
E392,,Adult diapers,No EXP,7/26/2012,,,,x
E393,,Adult diapers,No EXP,7/26/2012,,,,x
E394,,Adult diapers,No EXP,7/26/2012,,,,x
E395,,Adult diapers,No EXP,7/26/2012,,,,x
E396,,Adult diapers,No EXP,7/26/2012,,,,x
E397,,Adult diapers,No EXP,7/26/2012,,,,x
E398,,Adult diapers,No EXP,7/26/2012,,,,x
E399,,Adult diapers,No EXP,7/26/2012,,,,x
E400,,Adult diapers,No EXP,7/26/2012,,,,x
E401,,Adult diapers,No EXP,7/26/2012,,,,x
E402,,Adult diapers,No EXP,7/26/2012,,,,x
E403,,Adult diapers,No EXP,7/26/2012,,,,x
E404,,Adult diapers,No EXP,7/26/2012,,,,x
E405,,Adult diapers,No EXP,7/26/2012,,,,x
E406,,Adult diapers,No EXP,7/26/2012,,,,x
E407,,Adult diapers,No EXP,7/26/2012,,,,x
E408,,Adult diapers,No EXP,7/26/2012,,,,x
E409,,Adult diapers,No EXP,7/26/2012,,,,x
E410,,Adult diapers,No EXP,7/26/2012,,,,x
E411,,Adult diapers,No EXP,7/26/2012,,,,x
E412,,Adult diapers,No EXP,7/26/2012,,,,x
E413,,Adult diapers,No EXP,7/26/2012,,,,x
E414,,Adult diapers,No EXP,7/26/2012,,,,x
E415,,Adult diapers,No EXP,7/26/2012,,,,x
E416,,Underpads,No EXP,7/26/2012,,,,x
E417,,Underpads,No EXP,7/26/2012,,,,x
E418,,Adult male night guard diapers,No EXP,7/26/2012,,,,x
E419,,Adult diapers,No EXP,7/26/2012,,,,x
E420,,Adult diapers,No EXP,7/26/2012,,,,x
E421,,Adult diapers,No EXP,8/13/2012,,,,x
E422,,Adult diapers,No EXP,8/13/2012,,,,x
E423,,Adult diapers,No EXP,8/13/2012,,,,x
E424,,Adult diapers,No EXP,8/13/2012,,,,x
E425,,Adult diapers,No EXP,8/13/2012,,,,x
E426,,Adult diapers,No EXP,8/13/2012,,,,x
E427,,Adult diapers,No EXP,8/13/2012,,,,x
E428,,Adult diapers,No EXP,8/13/2012,,,,x
E429,25 lbs.,Adult diapers X 144  25 lbs.,No EXP,8/30/2012,,,,x
E430,22 lbs.,"Adult diapers-92 sm, 34 lrg 22 lbs.",No EXP,8/30/2012,,,,x
E431,25 lbs.,Adult diapers X 144  25 lbs.,No EXP,8/30/2012,,,,x
E432,25 lbs.,Underpads/Chux 25 lbs.,No EXP,8/30/2012,,,,x
E433,23 lbs.,Adult diapers 23 lbs.,No EXP,8/30/2012,,,,x
E434,25 lbs.,Underpads X 17 packs 25 lbs.,No EXP,8/30/2012,,,,x
E435,19 lbs.,Underpads X 12 packs 19 lbs.,No EXP,8/30/2012,,,,x
E436,19 lbs.,Adult diapers 7 packs medium 19 lbs.,No EXP,8/30/2012,,,,x
E437,19 lbs.,Adult diapers 7 packs medium 19 lbs.,No EXP,8/30/2012,,,,x
E438,23 lbs.,Adult diapers x 177  23 lbs.,No EXP,9/13/2012,,,,x
E439,22 lbs.,Underpads    22 lbs.,No EXP,9/13 /2012,,,,x
E440,23 lbs.,Underpads  23 lbs.,No EXP,9/13/2012,,,,x
E441,10 lbs.,Pediatric oral syringes+droppers  05mi-60mi  = 10lbs,No EXP,9/14/2012,,,,
E442,18 lbs.,Underpads (disposable) 16 packs of 10 = 18lbs.,No EXP,9/14/2012,,,,
E443,,Adult diapers,No EXP,9/18/2012,,,,
E444,26 lbs.,Under pads  =26 lbs,No EXP,9/18/2012,,,,
E445,,Pedeatric diapers,No EXP,9/28/2012,,,,
E446,13 lbs.,"22 sterile underpads 24"" x36"" =13lbs",12/2015,9/28/2012,,,,
E447,5 lbs.,7 pedatric ambu bags = 5lbs,No EXP,9/28/2012,,,,
E448,14 lbs.,22 Sterile cloth underpads x 14lbs,12/2015,10/1/2012,,,,
E449,,"Adult diapers 2 pks sm., 1 pk lrg. 33 loose",No EXP,10/8/2012,,,,
E450,,"Diapers 307 preemie, 32 youth 15.5",No EXP,10/8/2012,,,,
E491,25 lbs.,Under pads (chux) disposable X 141 25 lbs.,No EXP,10/8/2012,,,,
E493,25 lbs.,8 Pedatric chest drain kits = 25lbs,6/2016,10/12/2012,,,,
E494,30 lbs.,"Pedatric personal care(powder,shampoo,blankets etc.) =30lbs",No EXP,10/12/2012,,,,
E455,15 lbs.,Pedatric respiratory supplies(suction catheters etc./ EKG edrct rods /Disp. blood pressure cuffs) = 15lbs.,No EXP,10/12/2012,,,,
E456,13 lbs.,Pedatric feeding supplies+ Umbilical clips ties@blood= 13lbs,7/2014,10/12/2012,,,,
E457,19.5 lbs.,Adult diapers x121 =  19.5lbs,No EXP,10/15/2012,,,,
E451 (Was a Dup. #),L - 19lbs.,47 O/R Paper Gowns,no exp,11/19/2012,,,,
E452 (Was a Dup. #),L - 18.5lbs,Gowns (unsterile paper)29 lg.+25 ex lg.,no exp,11/19/2012,,,,
E453 (Was a Dup. #),L - 20lbs.,47 ex lg gowns (unsterile paper),no exp,11/19/2012,,,,
E454 (Was a Dup. #),L 22.5lbs,298 Prs. Sterile gloves,09/2014,11/26/2012,Bongolo Hospital,Bongolo Hospital,3/14/2013,
E459,?? - 19.5lbs,Gowns (OR) non sterile,no exp,10/21/2012,,,,
E460,?? - 14lbs,Masks -950OR laser-/ 50 Dental Isolation shields,no exp,10/21/2012,Rwanda,,,
E461,?? - 21.5lbs,50 OR Gowns gowns non sterile,no exp,10/24/2012,,,,
E462,?? - 20lbs,Gowns non sterile,no exp,10/24/2012,,,,
E463,?? - 18.5lbs,41 Unsterile Gowns,no exp,10/24/2012,,,,
E464,?? - 14lbs,945 OR Masks non sterile,no exp,10/24/2012,,,,
E465,?? - 17lbs,310 Gloves unsterile,no exp,10/25/2012,,,,
E466,?? - 13lbs,Gloves Boxed (Unsterile) Medium - 2 boxes; small - 7 boxes; 1 bag of misc. loose,no exp,10/31/2012,,,,
E467,?? - 13.5lbs,Gloves Boxed (Unsterile) Small - 10 boxes,no exp,10/31/2012,,,,
E468,?? - 15lbs,Gloves (Sterile) Size M (55); L (3); 5.5 (1); 6 (10); 6.5 (38); 7 (33); 7.5 (50); 8 (24); 8.5 (2),Earliest exp: 04/2014,10/31/2012,,,,
E469,?? - 15.5lbs,GLoves Boxed (Unsterile) Medium - 2 boxes; Large - 5 boxes; X-Large - 3 boxes,no exp,10/31/2012,,,,
E470,?? - 15lbs,Gloves (sterile) Size 6 (25); 6.5 (93); 7 (34); 7.5 (12); 8 (29); 8.5 (2),earliest exp: 03/2014,10/31/2012,Emme Nylander,Emme Nylander,1/30/2013,
E471,?? - 19lbs,Gowns Paper (Unsterile) x 50,No exp,10/31/2012,,,,
E472,?? - 19.5lbs,Gowns Paper (Unsterile) x 40,No exp,10/31/2012,,,,
E473,?? - 19lbs,Sterile OR Gowns (31); Sleeves (6),no exp,10/31/2012,Barbara Margolies,Barbara Margolies,,
E474,L - 20lbs,"Gowns, OR (50)",No exp,11/5/2012,,,,
E475,S - 4 lbs.,OR Hats (177); Shoe covers,No exp,11/5/2012 (Updated 12/24/12),,,,
E476,L 21lbs,22 O/R Paper Gowns +20 Blue Patient + 30 White cover gowns non sterile,no exp,11/30/2012,,,,
E477,S - 12.5lbs,Sterile gloves sizes med to 7.5,1/2015,11/8/2012,,,,
E478,S - 14lbs,Sterile gloves sizes 6 to 8.5,1 /2014,11/8/2012,,,,
E479,S - ??,310 Unsterile gloves assorted sizes,no exp,11/8/2012,,,,
E480,L 15lbs,8 Boxes Surgical Head Covers,no exp,12/6/2012,,,,
E481,L 14lbs,18 Boxes O/R Masks,no exp,12/6/2012,,,,
E482,S 5lbs,292 Head Covers,no exp,12/6/2012,,,,
E483,L 17.5lbs,O/R Paper Gowns un sterile,no exp,12/6/2012,,,,
E484,L 19 lbs,45 O/R Paper Gowns un sterile,no exp,12/6/2012,,,,
E485,S 13lbs,Gloves Assorted sizes  sterile,earliest 07/2014,12/6/2012,,,,
E486,L 23lbs,"Gowns (O/R paper -40,Film Gowns-45",exp 1/2014,12/14/2012,,,,
E487,L 14.5lbs,Masks Face O/R,non sterile  no exp,12/14/2012,,,,
E488,L 17lbs,35 O/R Gowns sterile,exp 11/2016,12/14/2012,Emme Nylander,Emme Nylander,1/30/2013,
E489,S 15lbs,Sterile Gloves,exp 1/2015,12/14/2012,,,,
E490,S 20lbs,Unsterile Gloves,no exp,12/14/2012,,,,
E495,L -19.5lbs,46 O/R Gowns,non sterile  no exp,11/27/2012,,,,
E496,S -14.5lbs,"Unsterile boxed gloves x200 lg., x100 sm., x500 XL, x150 Md.",no exp,11/30/2012,,,,
E497,S -13lbs,UnsterileBoxed gloves 800 med.,11/2014,11/30/2012,,,,
E498,S -18.5lbs,1000 unsterile boxed gloves size x/lg,no exp,11/30/2012,,,,
E499,S-18.5lbs,1000 unsteril boxed gloves size x/lg,no exp,11/30/2012,,,,
E500,S 17lbs,1100 unsterile boxed gloves,no exp,11/30/2012,,,,
E501,S 17.5lbs,1200 unsterile boxed gloves size sm.,no exp,11/30/2012,,,,
E502,S 21.5lbs,1200 unsterile boxed gloves size x/lg.,no exp,11/30/2012,,,,
E503,S 20lbs,1300 unsterile boxed gloves size med.,no exp,11/30/2012,,,,
E504,S 16lbs,Unsterile gloves loose bags assorted sizes,no exp,11/30/2012,,,,
E505,S 15lbs,Unsterile gloves assorted sizes,no exp,11/30/2012,,,,
E506,S 18lbs,1000 unsterile boxed gloves size x/lg,no exp,11/30/2012,,,,
E507,S 18lbs,1000 unsterile boxed gloves size x/lg,no exp,11/30/2012,,,,
E508,S 18 lbs,1000 unsterile boxed gloves size x/lg,no exp,11/30/2012,,,,
E509,S 18lbs,1000 unsterile boxed gloves size x/lg,no exp,11/30/2012,,,,
E510,S 18.5lbs,1000 unsterile boxed gloves size x/lg,noexp,11/30/2012,,,,
E511,S 14.5lbs,600 x/sm 400 sm  unsterile boxed gloves,no exp,11/30/2012,,,,
E512,S 21lbs,1100  unsterile boxed gloves size x/lg,no exp,11/30/2012,,,,
E513,S 16.5lbs,1000 unsterile boxed gloves sixe x/lg,no exp,11/30/2012,,,,
E514,S  14.5lbs,Unsterile boxed gloves sizes 500 sm +500 lg,no exp,11/30/2012,,,,
E515,S 18lbs,1000 unsterile boxed gloves size x/lg,no exp,11/30/2012,,,,
E516,S - 16lbs,Unsterile gloves 226 assorted sizes,no exp,11/8/2012,,,,
E517,L 12lbs,160 Masks@Hats+shoe covers+ leggings,non sterile  no exp,11/30/2012,,,,
E518,S 18.5lbs,1000 unsterile boxed gloves ex/lg,no exp,12/3/2012,,,,
E519,S15lbs,1000  unsterile boxed gloves,no exp,12/3/2012,,,,
E520,S 22lbs,"Personal care (lotion,wash,shampoo,)",sterile no exp,1/4/2013,,,,
E521,L 18.5lbs,Masks Procedure ear loop,non sterile no exp,1/4/2013,,,,
E522,S 11lbs,"Gloves sterile (sizes 7 to 10.5, Exam gloves)",sterile until opened,1/4/2013,,,,
E523,L 19.5lbs,52 Unsteril Paper Gowns,no exp,1/4/2013,,,,
E524,S 12.5LBS,600 Boxed Gloves,non sterile no exp,1/4/2013,,,,
E525,S 13.5lbs,600 Boxed Gloves - small assorted sizes,non sterile noexp,1/4/2013,,,,
E526,S 16lbs,"Boxed Gloves (400 sm.,700 med. assorted loose",non sterile no exp,1/4/2013,,,,
E527,S 16lbs,Gloves( sterile sizes 5.5 to 7.5 total 177,exp 01/2014,1/8/2013,,,,
E528,L 17lbs,25 O/R Gowns,exp 03/2016,1/8/2013,April Williams,April Williams,,
E529,S 13.5lbs,"Gloves (sterile) 72 size 6 , 39 size 6.5 , 65 size 7",exp 1/2014,1/8/2013,Rochester Community Animal Clinic,Rochester Community Animal Clinic,8/15/2013,
E530,S 15.5lbs,"Gloves sterile ( size 8 x38 , size 8.5 x48 , large x123 , med. x18 , sm. x8",exp 01/2014,1/8/2013,,,,
E531,S 10.5lbs,"Sterile Exam Gloves ( Sizes - 1-22 , med -65 , 6 -42 , 7-50",no exp,1/8/2013,,,,
E532,S 20lbs,"Gloves Boxed unsterile  sizes med x6 ,sm.x6 ,x-sm. x3",earliest exp 10/2014,1/8/2013,,,,
E533,S 15.5lbs,Gloves Boxed  (sm. size x 12 ),no exp,1/8/2013,,,,
E534,S 16lbs,Gloves Boxed,earliest 09/2014,1/8/2013,,,,
E535,S 14lbs,"Sterile Exam Gloves ( sizes ,7.5 x90 ,8x60 ,8.5x40 )",no exp,1/8/2013,,,,
E536,L 18.5lbs,33 Gowns O/R,sterile exp 11/2016,1/8/2013,April Williams,April Williams,,
E537,L 16lbs,Masks ( O/R procedure ear loop ),no exp,1/18/2013,,,,
E538,L 17lbs,Gowns Paper O/R x 48,non sterile no exp,1/28/2013,,,,
E539,L 19lbs,50 Gowns O/R,non sterile no exp,1/28/2013,,,,
E540,L 19lbs,Gowns O/R Paper x 40,non sterile no exp,1/28/2013,,,,
E541,L 19.5lbs,Gowns  Paper O/R x 48,non sterile no exp,1/28/2013,,,,
E542,S 16.5lbs,Gloves assorted sizes 5.5 to 9,no exp,2/6/2013,,,,
E543,S 18lbs,Gowns O/R Paper x47,un sterile no exp,2/6/2013,,,,
E544,L 20lbs,Unsterile Paper Gowns x 50,no exp,2/6/2013,,,,
E545,L 21.5lbs,Gowns Paper  O/R x 50,unsterile no exp,2/6/2013,,,,
E546,L 19lbs,Gowns Paper O/R x 50,unsterile no exp,2/6/2013,,,,
E547,S 14 lbs.,unsterile boxed  gloves,no exp,2/7/2013,,,,
E548,S 14 lbs.,unsterile boxed gloves,no exp,2/7/2013,,,,
E549,S 17.5,"unsterile gloves, loose",no exp,2/11/2013,,,,
E550,L 21.5lbs,50 paper Or gowns,no exp,2/18/2013,,,,
E551,L 16lbs,OR masks,no exp,2/18/2013,,,,
E552,S 9.5 lbs,"unsterile boxed gloves, XS, #8",no exp,2/20/2013,,,,
E553,S 18 lbs,"unsterile boxed gloves, L, #10",no exp,2/20/2013,,,,
E554,S 18.5,"unsterile boxed gloves, #10",no exp,2/20/2013,,,,
E555,S 10.5lbs,"disposable blue plastic gowns, 8 boxes of 15",no exp,2/20/2013,,,,
E556,S 16 lbs,"unsterile boxed gloves, #10",no exp,2/20/2013,,,,
E557,S 16 lbs,"unsterile boxed gloves, #10",no exp,2/20/2013,,,,
E558,S 11.5lbs,Gloves (Boxed unsterile X-Sm.X 10 boxes),no exp,2/27/2013,,,,
E559,S 13lbs,Gloves ( Boxed Unsterile X-Sm. x 9 boxes ),no exp,2/27/2013,,,,
E560,S 14lbs,Gloves Unsterile (med x 11 boxes ),no exp,2/27/2013,,,,
E561,S 16.5lbs,Gloves ( boxed unsterile X sm. X 11 boxes,no exp,2/27/ 2013,,,,
E562,L 19lbs,Masks  ( Molded face Masks x 11 boxes 100 masks per. box / Ear Drop Procedure masks x 11 boxes 50 masks per. box,no exp,2/20/2013,,,,
E563,L 18lbs,Gloves Paper O/R x-50,non sterile no exp,2/27/2013,,,,
E564,S 15lbs,Gloves (sterile) all sizes,earliest 08/2014,3/15/2013,,,,
E565,S 17.5lbs,Gloves all sizes,no exp,3/15/2013,,,,
E566,L - 19.5 lbs.,"Gowns (unsterile, paper) x 50",No EXP,3/26/2013,,,,
E567,L - 19.0 lbs.,"Gowns (unsterile, paper): Lg. x 2; XL x 29; 2XL x 3; 3XL x 8; 4XL x 1",No EXP,3/26/2013,,,,
E568,L - 18.5 lbs.,"Gowns (unsterile, paper) x 50",No EXP,3/26/2013,,,,
E569,L - 19.0 lbs.,"Gowns (unsterile, paper) x 50",No EXP,3/26/2013,,,,
E570,L - 17.0 lbs.,Masks (unsterile): approx. 700 cone (regular); 52 heavy-duty cone; approx. 150 surgical; loose,No EXP,3/26/3013,,,,
E571,S - 4.0 lbs.,Head Covers,No EXP,4/10/2013,,,,
E572,S - 15.6 lbs.,Sterile Gloves x156,6/2014,4/10/2013,,,,
E573,S -16.8lbs,"Gloves Boxed Unsterile x lgx3 ,Lg x 7",no exp,4/11/2013,,,,
E574,S-13.4lbs,"Gloves Boxed Unsterile ( 1 bag loose sizes 6,61/2 ,7,71/2",no exp,4/11/2013,,,,
E575,S-14lbs,Gloves Unsterile 2 Loose Bags include sizes (6-61/2  -7 1/2 ),no exp,4/11/2013,,,,
E576,S-24lbs,Gloves B0xed Unsterile Sizes (8 med. 2-ex lg. all latex),no exp,4/11/2013,,,,
E577,S-19.5lbs.,Gloves Boxed Unsterile Lg. x 13 all vinal,no exp,4/11/2013,,,,
E578,S-15.4lbs,Gloves Boxed Unsterile Vinal Lg. x 10,no exp,4/11/2013,,,,
E579,S-19.2lbs,Gloves Boxed Unsterile  X/L x 10,no exp,4/11/2013,,,,
E580,L-15lbs,Masks,no exp,4/11/2013,,,,
E581,L -20lbs,Gowns (unsterile Paper) x 54,no exp,4/11/2013,,,,
E582,L 14 lbs,Masks,no exp,4/26/2013,,,,
E583,S 16.2,"gloves, boxed, unsterile, 10 boxes of 100",no exp,4/26/2013,,,,
E584,S 16.8,"gloves, boxed, unsterile, 10 boxes of 100",no exp,4/26/2013,,,,
E585,S 17.2 lbs,"gloves, boxed, unsterile, 10 boxes of 100",no exp,4/26/2013,,,,
E586,S 17.0 lbs,"gloves,boxed, unsterile, 9 boxes of150",no exp,4/26/2013,,,,
E587,S 18.8,"gloves, boxed,unsterile, 9 boxes of 150",no exp,4/26/2013,,,,
E588,S 14.6 lbs,"gloves, steril,assorted sizes",5/2014,4/26/2013,,,,
E589,S 16 lbs,"gloves,unsterile, assorted sizes",no exp,4/26/2013,,,,
E590,S 12.6 lbs,"gloves, unsterile, boxed, assorted sizes",no exp,4/26/2013,,,,
E591,S 15.8,"gloves, unsterile, boxed med #9, large #1",no exp,4/26/2013,,,,
E592,S 15 lbs,"Gloves, unsterile, boxed",no exp,4/26/2013,,,,
E593,S 13.6 lbs,"gloves, sterile, assorted sizes",5/2018,4/26/2013,,,,
E594,L 19 lbs,"gowns, paper",no exp,4/26/2013,,,,
E595,L 19.8,"OR gowns, paper",no exp,4/26/2013,,,,
E596,S 15.6,unsterile boxed gloves,no exp,5/13/2013,,,,
E597,L 18.2,unsterile paper gowns,no exp,5/13/2013,,,,
E598,L 16.2,sterile surgical gowns,7/2016,5/13/2013,,,,
E599,L 19.4,unsterile paper gowns,no exp,5/13/2013,,,,
E600,L18.4,"sterile surgical, drapes, etc.",8/2015,5/13/2013,,,,
E601,S 15.8,"Gloves (sterile) 5.5x10,6x2,6.5x60,7x6,7.5x45,8x60,8.5x2,smx25,medx19,lrgx2",6/2014,6/3/2013,,,,
E602,S 14.8,"Gloves (sterile) 5.5x13,6x20,6.5x80,7x3,7.5x80,8.5x8",6/2014,6/3/2013,,,,
E603,S 15.0,Gloves Boxed (unsterile) 10 boxes of 100 ea medium all vinyl,no exp,6/3/2013,,,,
E604,S 13.6 lbs,"Gloves (unsterile) ( boxes lrg, 1 box xlrg",no exp,6/3/2013,,,,
E605,S 16.8,Gloves (unsterile) 10 boxes lrg,no exp,6/3/2013,,,,
E606,L 18.4,"Gloves (unsterile) sm x 8 boxes, lrg x 1 box, 1 box xlrg",no exp,6/3/2013,,,,
E607,L 19.0,Gowns OR (paper),no exp,6/3/2013,,,,
E608,L 17.0,Gowns OR (paper),no exp,6/3/2013,,,,
E609,L 34.0,Gloves Loose (Unsterile),no exp,6/4/2013,,,,
E610,L 13.8,Masks-Surgical loop style,no exp,6/7/2013,,,,
E611,L 18.8,Gowns (unsterile paper),no exp,7/11/2013,,,,
E612,L 19.8,Gowns (unsterile paper) X47,no exp,7/11/2013,,,,
E613,S 15.8,Gloves boxed unsterile lrg x 10,no exp,7/12/2013,,,,
E614,S 18.6,Gloves exam loose unsterile various sizes,no exp,7/12/2013,,,,
E615,S 17.0 lbs,Gloves exam loose unsterile various sizes,no exp,7/12/2013,,,,
E616,S 12.0,"Gloves sterile 6x1, 6.5x37, 7x5, 7.5x70",9/2014,7/12/2013,,,,
E617,S 18.6,"Gloves loose unsterile 5.5x3, 6x16, 6.5x22, 7x58, 7.5x48, 8x74, 8.5x37, 9x4",no exp,7/12/2013,,,,
E618,S 20.2,"Gloves unsterile boxed 10 boxes xl, 2 boxes lrg",no exp,7/12/2013,,,,
E619,S 14.2,"Gloves loose unsterile 5.5x3, 6x16, 6.5x22, 7x58, 7.5x48, 8x74, 8.5x37, 9x4",no exp,7/12/2013,,,,
E620,S 15.0,"Gloves boxed unsterile 7 lrg, 3 med",no exp,7/12/2013,,,,
E621,S 20.8,Gowns (unsterile paper) X48,no exp,7/12/2013,,,,
E622,S 18.8,Gowns (unsterile paper) X48,no exp,7/12/2013,,,,
E623,S 20.0,Gowns (unsterile paper) X48,no exp,7/12/2013,,,,
E624,L - 28.6 lbs.,Isolation Gowns x235,No EXP,8/7/2013,,,,
E625,L - 16.8 lbs.,Masks: procedure x 8 boxes; cone x 4 boxes; face shields x 2 boxes; filter x 12 boxes,No EXP,8/7/2013,,,,
E626,L - 19.6 lbs.,"Gowns (unsterile, paper)",No EXP,8/7/2013,,,,
E627,S - 14.1 lbs.,"Gloves (unsterile, boxed): large x 5 boxes; medium x 1 box; small x 4 boxes",No EXP,8/7/2013,,,,
E628,S - 9.8 lbs.,"Gloves (unsterile, boxed): medium x 9 boxes; one size fits all x 1 box; 2 bags loose gloves (large x 1 bag; no size x 1 bag",No EXP,8/7/2013,,,,
E629,S - 16.8 lbs.,"Gloves (unsterile, loose): large x 111; rest of box no size in 3 bags",No EXP,8/7/2013,,,,
E630,S - 20.6 lbs.,"Gloves (unsterile, loose): 7.5 x 95; 8 x 81; 8.5 x 107",No EXP,8/7/2013,,,,
E631,S - 16.8 lbs.,"Gloves (unsterile, loose): 5.5 x 227; 6 x 15; 6.5 x 21; 7 x 25; medium x 16",No EXP,8/7/2013,,,,
E632,S - 14.8 lbs.,Gloves (sterile): 8.5 x 31; 8 x 49; 7.5 x 46; 5.5 x 43; large x 43,01/2015,8/7/2013,,,,
E633,S - 13.4 lbs.,Gloves (sterile): 6 x 203,01/2015,8/7/2013,,,,
E634,S - 13.2 lbs.,Gloves (sterile): 7 x 161; medium x 41,10/2014,8/7/2013,,,,
E635,S - 14.8 lbs.,Gloves (sterile): 6.5 x 177; 9 x 1; 6 - 8.5 x 3; 9 and larger x 1; 6 - 9 x 31,12/2014,8/7/2013,,,,
E636,S - 14.4 lbs.,Gloves (sterile): 8 x 180,11/2014,8/7/2013,,,,
E637,S - 14.0 lbs.,Gloves (sterile): 7.5 x 185,11/2014,8/7/2013,,,,
E638,S - 16.0 lbs,Gloves (sterile): 8.5 x 180,10/2014,8/7/2013,,,,
E639,L - 10.4 lbs.,"Masks: procedure x 2 boxes, face shields x 3 boxes, surgical x 11 boxes, respirator x 2 boxes, loose bags x 3",No EXP,8/12/2013,,,,
E640,L - 18.0 lbs.,Gowns (sterile) x 37,12/2016,8/12/2013,,,,
E641,L - 20.2 lbs.,"Gowns (unsterile, paper) x 66",No EXP,8/12/2013,,,,
