Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped,Audit 2013
A66,L - 23 lbs.,Pediatric Mix,No EXP,12/3/2012,,,,x
A67,S - 7 lbs.,46 Plastic Vaginal Speculums,No EXP,12/6/2012,,,,x
A68,L - 14 lbs.,Pediatric Diapers: Preemie Size 1,No EXP,12/14/2012,,,,x
A69,L - 22 lbs.,Pediatric Supplies: Trays; OR Shoes; Endotracheal Tubes; etc.,12/2015,12/14/2012,,,,x
A70,L - 29 lbs.,Diapers: Preemie & Pediatric,No EXP,1/4/2013,,,,x
A71,L - 22 lbs.,Pediatric Supplies: Trach. Tubes; Feeders; Post-Op Bots; Slings; etc.,2/2014,1/8/2013,,,,x
A72,L - 23 lbs.,Pedatrics Supplies: 100 Electrodes; 50 O2 Probes; 25 Feeding Syringes; etc.,No EXP,1/8/2013,,,,x
A73,L - 18 lbs.,OB/Gyn Mix: Umbilical clamps; Cord Blood Collection,5/2015,1/28/2013,,,,x
A74,L - 22.4 lbs.,OB Pads (Incontinence & Postpartum) ~300; 1 Bag Misc. Pads,No EXP,1/28/2013 [Updated 7/29/2013],,,,x
A75,L - 15.5 lbs.,Pediatric Supplies: Trach Trays; Holders; Masks,9/2014,1/28/2013,,,,x
A76,L - 22 lbs.,Pediatric Supplies: Chest Drains; Circumsion Kits; Respiratory Mix,8/2015,1/28/2013,,,,x
A77,L - 26 lbs.,OB Pads for Incontinence ~390,No EXP,2/6/2013 [Updated 7/29/2013],,,,x
A78,L - 19 lbs.,Pediatric Diapers,No EXP,2/7/2013,,,,x
A79,L - 16 lbs.,OB Speculums x94,No EXP,3/5/2013,,,,x
A80,L - 12 lbs.,"Pediatric Urine Collectors, Diapers",No EXP,3/5/2013,,,,x
A81,L - 18 lbs.,Pediatic Supplies: Respiratory; Cardiac; IV,No EXP,3/15/2013,,,,x
A82,L - 17 lbs.,Pediatric Supplies: Blood Collection; Feeding Bottles,,3/5/2013,,,,x
A83,S - 8.5 lbs.,OB/GYN Mix: Vaginal Swabs,11/2016,3/15/2013,,,,x
A84,S - 7.0 lbs.,Vaginal Speculums (Disposable): Med. x35; Lg. x15,No EXP,4/1/2013,,,,x
A85,L - 23 lbs.,100 Pediatric O2 Masks w/ Tubing,No EXP,4/26/2013,,,,x
A86,L - 27 lbs.,Nebulizers: 100 Pediatric Sets,No EXP,4/26/2013,,,,x
A87,S - 17 lbs.,Vaginal Speculums: 40 Metal; 15 Disposable,No EXP,4/26/2013,,,,x
A88,L - 14.4 lbs.,Pediatric Suction Catheters,No EXP,5/13/2013,,,,x
A89,L - 22.4 lbs.,Pediatric Supplies: Circumsion Trays; ET Tubes; LMAs; Masks; Colostomy Supplies,No EXP,6/3/2013,,,,x
A90,L - 15.6 lbs.,Pediatric Supplies,No EXP,6/3/2013,,,,x
A91,L - 17.0 lbs.,Pediatric Supplies: Bottles; Nipples; Breast Milk Containers; Dosing Syringes,5/2016,7/11/2013,,,,x
A92,L - 28.0 lbs.,Pediatric Supplies: Respiratory; ID Bands; Urinary; Feeding Tubes,10/2016,7/11/2013,,,,x
A93,L - 15.6 lbs.,Pediatric Cardiac Surgical Pack Parts A & B (Sterile),1/2015,7/11/2013,,,,x
A94,L -  20.0 lbs.,Pediatric Diapers,No EXP,8/7/2013,,,,x
A95,L - 30.2 lbs.,OB/GYN Mix,08/2015,8/7/2013,,,,x
A96,L - 10.6 lbs.,OB/GYN: Disposable Briefs; VP III Swabs,10/2017,8/7/2013,,,,x
A97,L - 20.8 lbs.,Vaginal Speculums (Disposable),No EXP,8/7/2013,,,,x
A98,S - 19.2 lbs.,Vaginal Speculums (Metal),No EXP,8/7/2013,,,,x
A99,,,,,,,,
A100,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
