Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped
O274,L - 21.2 lbs.,60cc. Syringes (Sterile): 158 Interlock; 130 Catheter Tip,7/2018,1/14/2014,Abshiro,,
O275,L - 26.3 lbs.,60cc. Syringes (Sterile): 150 Interlock; 80 Catheter Tip,7/2018,1/14/2014,Abshiro,,
O276,L - 27.8 lbs.,Insulin Syringes: 33 Boxes,No EXP,1/14/2014,Anastasiya,,
O277,L - 20.0 lbs.,30-60cc. Syringes (Sterile): 30cc. x296; 60cc. x178,4/2018,1/14/2014,Abshiro,,
O278,L - 23.8 lbs.,Insulin Syringes,5/2015,1/14/2014,Anastasiya,,
O279,L - 18.8 lbs.,3cc. Syringes (Sterile): Approx. 1400,No EXP,1/19/2014,Abshiro,,
O280,L - 24.2 lbs.,3cc. Syringes (Sterile),10/2014,1/23/2014,Abshiro,3rd Sort,
O281,L - 23.5 lbs.,1-3cc. Syringes (Sterile),9/2014,1/23/2014,Abshiro,3rd Sort,
O283,L - 24.2 lbs.,1-3cc. Syringes (Sterile),8/2014,1/23/2014,Abshiro,3rd Sort,
O284,L - 27.4 lbs.,1-3cc. Syringes (Sterile),8/2014,1/23/2014,Abshiro,3rd Sort,
O285,L - 33.4 lbs.,Syringes (Unsterile): All Sizes,No EXP,1/23/2014,Abshiro,,
O286,L - 26.4 lbs.,1-3cc. Syringes (Sterile) x1450,No EXP,1/23/2014,Polyclinique,Polyclinique,
O287,L - 28.4 lbs.,Syringes (Unsterile): All Sizes,No EXP,1/23/2014,Abshiro,,
O288,L - 27.4 lbs.,1-3cc. Syringes (Sterile),No EXP,1/23/2014,Polyclinique,Polyclinique,
O289,L - 25.2 lbs.,1-3cc. Syringes (Sterile); 80 Allergy Syringe Trays,2/2015,1/23/2014,Abshiro,,
O290,L - 23.8 lbs.,20-60cc. Syringes (Sterile),2/2018,1/28/2014,Abshiro,,
O291,L - 30.2 lbs.,Oral Medication Syringes: 10cc. x1400,No EXP,1/28/2014,Abshiro,,
O292,L - 15.0 lbs.,Syringes (Sterile): 5cc. x200; 10cc. x700; 12cc. x70,No EXP,1/28/2014,Abshiro,,
O293,L - 20.0 lbs.,Syringes: 1-3cc.,02/2016,2/10/2014,Polyclinique,Polyclinique,
O294,S - 10.8 lbs.,Oral Dosing Syringes: approx. 500,No EXP,2/26/2014,Abshiro,,
O295,L - 22.4 lbs,"Syringes, sterile, 60 ml(197), 30 ml (24), 20 ml (4)",10/2017,2/26/2014,Abshiro,,
O296,L - 17.6 lbs.,10-12cc Syringes (Sterile): 10cc. x696; 12cc. x27,6/2015,3/13/2014,Abshiro,,
O297,L - 23.0 lbs.,Syringes (Unsterile): 10cc.; 20cc.; 30cc.; 60cc.,No EXP,4/12/2014,Abshiro,,
O297,L - 16.0 lbs.,Insulin Syringes (Sterile): Approx. 1000,2/2018,4/19/2014,Anastasiya,,
O298,L - 14.0 lbs.,1cc. Syringes (Sterile): Approx. 800 Tuberculin,9/2018,4/19/2014,Abshiro,,
O299,L - 18.8 lbs.,Insulin Syringes (Sterile): Approx. 1000,5/2018,4/19/2014,Anastasiya,,
O300,L - 25.0 lbs.,Insulin Syringes,4/2016,4/24/2014,Anastasiya,,
O301,L - 22.0 lbs.,60cc. Syringes (Sterile): Approx. 250 (Mix of Luer-Lok and Catheter Tip),1/2018,4/28/2014,,,
O302,L - 27.0 lbs.,3cc. Syringes (Sterile),2/2016,5/7/2014,,,
