Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped
M294,L - 26.5 lbs.,Other Plastics: 54 Lg. Round Basins; 11 Lg. Bowls; 6 Med. Bowls; 1 Sm. Bowl; 46 Emesis Basins; 14 Pitchers,No EXP,9/13/2012,,,
M295,L - 30.0 lbs.,Plastic Trays x86,No EXP,9/13/2012,,,
M296,L - 26.0 lbs.,Plastic Basins & Emesis Basins,No EXP,9/28/2012,,,
M297,L - 27.0 lbs.,80 Trays,No EXP,9/28/2012,,,
M298,L - 16.0 lbs.,Pill Bottles,No EXP,9/28/2012,,,
M298,L - 18.5 lbs.,Pill Bottles,No EXP,9/28/2012,,,
M299,L - 7.0 lbs.,Bed Pans; Urinals,No EXP,10/5/2012,,,
M300,L - 25.0 lbs.,Plastic Basins; Trays,No EXP,10/5/2012,,,
M302,S - 16.5 lbs.,Latex Tourniquets,No EXP,10/8/2012,,,
M303,S - 21.5 lbs.,Latex Tourniquets,No EXP,10/8/2012,,,
M305,S - 6.0 lbs.,Pill Bottles x176,No EXP,10/10/2012,,,
M306,L - 10.0 lbs.,60 Wash Basins; 4 Emesis Basins,No EXP,10/10/2012,,,
M307,L - 17.5 lbs.,4750 Pill Bottles,No EXP,10/10/2012,,,
M308,L - 15.5 lbs.,600 Pill Bottles,No EXP,10/10/2012,,,
-----
M309,S - 10.0 lbs.,Hydrocolloid Dressings x20 boxes ,3/2016,10/21/2012,,,
M314,L - 15.0 lbs.,"Sterile Dressings: 15-Ply Burn Pads (24"" x 36"") x24 ",12/2015,10/24/2012,,,
M317,S - 5.5 lbs.,Sterile Burn Dressings x9,9/2016,10/31/2012,,,
M318,S - 5.0 lbs.,Rolled Gauze (Sterile) x101,No EXP,10/31/2012,Anastasiya,,
M321,L - 14.5 lbs.,Sterile Burn Pads x15,9/2015,11/2/2012,,,
M326,S - 14.2 lbs.,Sterile Tegaderm,No EXP,12/3/2012,,,
M327,L - 13.0 lbs.,ACE Bandages All sizes,No EXP,12/3/2012,,,
M329,L - 13.0 lbs.,Gauze Dressing (Sterile),2/2017,12/3/2012,,,
M330,L - 17.5 lbs.,Dressing Gauze (Unsterile),No EXP,12/6/2012,,,
M332,L - 11.0 lbs.,Sterile Dressings (Misc. Sizes & Types),2/2017,1/4/2013,,,
M334,L - 21.0 lbs.,Dressings (Unsterile),No EXP,1/11/2013,Anastasiya,,
M334,L - 18.2 lbs.,Unsterile Dressings: Large Burn Sheets (36); 4x4,No EXP,7/16/2013,,,
M335,L - 9.0 lbs.,Dressings (Sterile): 5x9; 8x10,2/2015,1/18/2013,Anastasiya,,
M336,L - 22.0 lbs.,Dressings (Unsterile): 4x4 Gauze,No EXP,1/18/2013,Anastasiya,,
M337,L - 16.0 lbs.,Dressings (Unsterile),No EXP,1/18/2013,,,
M338,L - 12.0 lbs.,Dressings (Sterile): Assorted Sizes,2/2015,1/19/2013,Anastasiya,,
M340,L - 12.0 lbs.,Dressing Heavy Drainage,1/2016,1/28/2013,Anastasiya,,
M341,L - 14.5 lbs.,Dresssing ABD Heavy Drainage,1/2016,1/28/2013,Anastasiya,,
M342,L - 14.0 lbs.,Dressings (Sterile),11/2016,2/6/2013,,,
M343,L - 15.0 lbs.,Dressings (Sterile),9/2015,2/6/2013,,,
M344,L - 14.5 lbs.,Dressings (Sterile),4/2015,2/6/2013,Anastasiya,,
M345,L - 12.0 lbs.,Dressings (Sterile),11/2015,2/6/2013,,,
M347,L - 17.0 lbs.,Dressings (Sterile),4/2015,2/6/2013,Anastasiya,,
M348,L - 20.0 lbs.,Dressings (Unsterile),No EXP,2/6/2013,,,
M349,L - 10.0 lbs.,Dressing (Sterile),1/2016,2/6/2013,,,
M350,L - 11.5 lbs.,Dressings (Sterile): Fluffs,No EXP,2/6/2013,,,
M351,L - 12.5 lbs.,Dressing (Sterile),9/2015,2/7/2013,,,
M352,L - 10.5 lbs.,Dressing (Sterile),4/2015,2/7/2013,Anastasiya,,
M353,L - 22.0 lbs.,Dressings (Unsterile): 38 Packages of 4x4,No EXP,2/7/2013,,,
M354,L - 12.0 lbs.,Dressing (Sterile),1/2015,2/18/2013,Anastasiya,,
M355,L - 15.5 lbs.,Dressings (Unsterile): 33 Heavy Drainage,No EXP,2/20/2013,Anastasiya,,
M356,L - 15.0 lbs.,Dressings (Unsterile): 30 Heavy Drainage,No EXP,2/20/2013,Anastasiya,,
M357,L - 12.5 lbs.,Dressings (Sterile),12/2015,2/27/2013,,,
M358,L - 16.0 lbs.,Dressings (Unsterile): Assorted,No EXP,3/5/2013,,,
M359,L - 28.0 lbs.,ACE Bandages: All Sizes,No EXP,3/26/2013,Anastasiya,,
M361,S - 10.6 lbs.,ACE Bandages: All Sizes,No EXP,4/1/2013,Shopper?,,
M362,S - 12.8 lbs.,ACE Bandages: All Sizes,No EXP,4/1/2013,Fairland,,
M363,L - 13.0 lbs.,Roll Gauze,No EXP,4/12/2013,,,
M364,L - 14.0 lbs.,Dressings (Sterile),8/2016,4/12/2013,,,
M366,S - 10.1 lbs.,Dressings (Sterile),4/2015,5/13/2013,Anastasiya,,
M367,L - 14.8 lbs.,Dressings (Sterile),11/2016,5/13/2013,,,
M368,L - 29.0 lbs.,Medicated/Treated Dressings (Sterile),6/2014,5/13/2013,,COULDN'T FIND???,
M370,L - 16.0 lbs.,Roll Gauze,No EXP,5/13/2013,,,
M371,S - 11.0 lbs.,Tegaderm (Unsterile),No EXP,5/13/2013,,,
M373,L - 12.4 lbs.,Dressings (Sterile),12/2015,6/7/2013,,,
M374,L - 21.0 lbs.,Wound Care: Lg. Wounds; Drainage Bags; Iodoform Packs,3/2016,7/11/2013,Anastasiya,,
M376,L - 15.6 lbs.,Lg. Burn Dressings (Sterile): 13 Pads; 10 Sheets; 19 Lg. Dressings,9/2015,7/16/2013,,,
M378,L - 12.5 lbs.,Burn Dressings (Sterile): 20 Cell Pads,12/2015,7/16/2013,,,
M379,L - 14.6 lbs.,Dressings (Unsterile): Lg. Surgical Sponges; 4x4 Sponge; 2x2 Gauze; 4x4 Gauze; Roll Gauze; IV Cover Sites,No EXP,8/7/2013,,,
M380,S - 14.4 lbs.,Ace Bandages,No EXP,8/7/2013,,,
M381,S - 13.4 lbs.,Ace Bandages,No EXP,8/7/2013,,,
M382,S - 12.0 lbs.,Wound Care: Complete 3-Layer Bandaging System x1; Padding Bandages x55; Unna Packs x6; Unna Boot x2; Plain Packing Strips x10 Bottles,05/2017,8/7/2013,Anastasiya,,
M383,S - 9.2 lbs.,Wound Care: Complete 3-Layer Bandaging System x9; Padding Bandages x54,No EXP,8/7/2013,Anastasiya,,
M384,L - 15.2 lbs.,"Dressings (Sterile, Non-Medicated): 2x2; 4x4 (Gauze, Drain, Cover, Surgical); 6x6.75 Super Sponges; Dressing Change Trays; Surgical Dressings; ABDs; Non-Adherent Pads & Dressings; Foam Dressings; Heavy Drainage Packs",01/2015,8/12/2013,Anastasiya,,
M385,L - 17.8 lbs.,"Rolled Gauze (Unsterile): 2""x65""; 2""x75""; 4""x4 yds.; 4""x75""; 4.5""x4.1 yds.; Tubular Elastic 25 yds. Size 1 & 2; Sof-Foam 2""x75""",No EXP,9/16/2016,,,
M386,L - 21.4 lbs.,Dressings (Unsterile): 2x2; 3x3; 4x4; Kerlix; ABDs; 3x8 Non-Adherent; Foam Adhesive,No EXP,9/16/2013,,,
M387,L - 16.0 lbs.,Dressings (Sterile),No EXP,9/16/2013,,,
M388,L - 15.0 lbs.,Dressings (Sterile): 2x2; 4x3 Covers; 4x4; ABDs; 3x8 and 3x4 Non-Adherent,6/2015,9/27/2013,,,
M389,L - 20.2 lbs.,Dressings (Unsterile),No EXP,9/27/2013,,,
M390,L - 17.4 lbs.,Dressings (Sterile),No EXP,9/27/2013,,,
M391,L - 15.0 lbs.,ABD Pads (Sterile) x380,No EXP,9/29/2013,,,
M392,L - 14.0 lbs.,Dressings (Sterile): Burn Pads and Dressings; 2x2; 4x4; ABDs; 3x4 and 3x8 Non-Adherent,05/2015,10/14/2013,Anastasiya,,
M393,L - 28.2 lbs.,Ace Bandages,No EXP,10/28/2013,Anastasiya,,
M394,S - 16.8 lbs.,Wound Care: Unna Boots; Hollister Wound Dressing Collector,04/2017,10/28/2013,Anastasiya,,
M395,S - 10.4 lbs.,"Wound Care: Surgilast, Eakin Wound Pouches; Eakin Cohesive",05/2015,10/28/2013,Anastasiya,,
M397,L - 16.6 lbs.,Unsterile Dressings,No EXP,11/22/2013,,,
M398,L - 18.6 lbs.,"Unsteriled Packaged 2x2 , 4x4",No EXP,11/22/2013,,,
M399,L - 14.0 lbs.,60 Sterile Pkgs 2x2,No EXP,11/22/2013,,,
M400,L - 13.0 lbs.,Sterile Dressings: 2x2; 4x4; ABDs,09/2016,11/22/2013,,,
M401,L - 14.0 lbs.,Sterile Dressings: 2x2; 4x4; ABDs,01/2015,11/22/2013,Anastasiya,,
M402,L - 10.4 lbs.,Sterile Dressings: 2x2; 4x4; ABDs,03/2017,11/22/2013,,,
M403,L - 9.8 lbs.,Sterile Dressings: 2x2; 4x4; ABDs,05/2015,2/10/2014,Anastasiya,,
M404,L - 15.4 lbs.,Sterile Dressings: 2x2; 4x4; ABDs,12/2015,2/10/2014,,,
M405,L - 13.2 lbs.,Sterile Dressings: 2x2; 4x4; ABDs; Telfa,05/2015,2/10/2014,Anastasiya,,
M406,L - 15.0 lbs.,Sterile Burn Dressings and Sheets,12/2015,2/10/2014,,,
M407,S - 10.6 lbs.,Wound care: Unna Boots; Packing Tape; Etc.,4/2016,2/17/2014,Anastasiya,,
M408,L - 28.2 lbs.,Sterile Treated Dressings: Aquacel; Alleuvyn; Dermagel; Vaseline Gauze,3/2015,2/17/2015,Anastasiya,,
M409,L - 20.4 lbs.,"Sterile Treated Dressings: Curad Oil Emulsion; Nepilex Borderlite; Aquacel; XeroForm; Vaseline Gauze, Allevyn",05/2015,2/26/2014,Anastasiya,,
M410,L - 13.2 lbs.,Dressings (Sterile): ABDs; Heavy Drainage; Drain Sponges; 4x4s; Cover Sponges; 2x2s,1/2015,3/24/2014,Anastasiya,,
M411,L - 16.6 lbs.,Dressings (Sterile): Assorted Sizes,4/2017,3/24/2014,,,
M412,L - 14.8 lbs.,"Rolled Gauze (Sterile): 2"" x11; 3"" x47; 4"" x95; 6"" x21",5/2017,3/24/2014,,,
M413,L - 13.2 lbs.,Dressings (Sterile): Burn Pads x24,12/2015,3/24/2014,,,
M414,S - 19.8 lbs.,Tegaderm and Duoderm,1/2015,3/24/2014,Anastasiya,,
M415,L - 23.0 lbs.,"Dressings (Sterile, Treated/Medicated)",1/2015,3/24/2014,Anastasiya,,
M416,L - 14.6 lbs.,Dressings (Sterile),10/2015,3/24/2014,,,
M417,L - 15.2 lbs.,Dressings (Unsterile): XL Absorbant,No EXP,3/27/2014,,,
M418,L - 16.0 lbs.,Dressings (Unsterile): XL Absorbant,No EXP,3/27/2014,,,
M419,L - 15.0 lbs.,Dressings (Unsterile): Lg. Absorbant; Drain Sponges; Kerlix,No EXP,3/27/2014,,,
M420,L - 17.6 lbs.,Dressings (Unsterile): 2x2s; 4x4s; ABDs,No EXP,3/27/2014,,,
M421,L - 14.6 lbs.,Roll Gauze (Sterile and Unsterile),No EXP,3/27/2014,,,
M422,L - 15.8 lbs.,"Dressings (Sterile, Non-Medicated)",7/2015,3/27/2014,,,
M423,S - 12.6 lbs.,"Dressings (Sterile, Treated/Medicated): Aquacel; Duoderm; Petroleum Gauze; Xeroform; Etc.",1/2015,3/27/2014,Anastasiya,,
M424,L - 12.8 lbs.,"Dressings (Sterile, Non-Medicated): 2x2; 3x3; 4x4; Drain Sponges; Cover Sponges; Super Sponges; ABDs; Island; Non-Adherent",3/2016,5/18/2014,,,
