Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped
Q182,L - 16.5 lbs.,IPPB Universal Circuits x36,No EXP,10/1/2012,,,
Q183,L - 19.0 lbs.,29 Adult Nasal Cannula; 62 Adult Oxygen Masks,No EXP,10/1/2012,Abshiro,,
Q184,L - 21.0 lbs.,120 Adult Oxygen Masks,No EXP,10/1/2012,Abshiro,,
Q185,L - 22.0 lbs.,100 Adult Oxygen Masks,No EXP,10/1/2012,Abshiro,,
Q186,L - 15.0 lbs.,Humidifiers x65,No EXP,10/17/2012,Abshiro,,
Q188,L - 23.5 lbs.,Nebulizer Kits x98; 1-Way Valves x20; Soft Cuff Adapters x15 (Unsterile),No EXP,10/17/2012,,,
Q189,L - 14.0 lbs.,Humidifer & Corrugated Tubing,No EXP,10/17/2012,Abshiro,,
Q190,L - 18.5 lbs.,Respiratory Volumetric Exercisors x36 (Unsterile),No EXP,10/17/2012,,,
Q191,L - 20.0 lbs.,Airways x488; Nasopharyngeal x142; Masks x40 (Unsterile),No EXP,10/17/2012,,,
Q192,L - 25.0 lbs.,Anesthesia O2 Masks x2; Face Masks x23; etc.,No EXP,10/18/2012,Anastasiya,,
-----
Q193,L - 17.0 lbs.,12 Central Line Kits; 10 Picc Kits; 100 Wing Guards,3/2014,10/24/2012,,3rd Sort,
Q194,L - 17.0 lbs.,IV Tubing (128) ,3/2014,10/31/2012,,3rd Sort,
Q195,L - 15.5 lbs.,10 Mix Extension Connectors,1/2014,11/20/2012,,3rd Sort,
Q197,L - 16.0 lbs.,1-3ml. Syringes,11/2014,11/27/2012,,3rd Sort,
Q198,L - 15.0 lbs.,Red Caps; 10 Secondary Tubing Sets; IV Mix (Small-Bore Ext. Set),5/2014,12/3/2012,,3rd Sort,
Q199,L - 18.0 lbs.,IV Mix: Tubing; Red Caps; Extensions,1/2014,12/3/2014,,3rd Sort,
Q200,L - 17.5 lbs.,IV Mix: Cannulas; Caps; Connectors,3/2014,12/6/2012,,3rd Sort,
Q202,L - 14.5 lbs.,IV Mix: Extension Set; Adaptors; Connector Cannulas,2/2015,1/4/2013,,,
Q204,L - 20.5 lbs.,IV Tubing (Sterile),No EXP,1/11/2013,,,
Q205,L - 16.0 lbs.,IV Mix: Tubing; Red Caps; Extensions,1/2014,1/16/2013,,3rd Sort,
Q206,L - 17.5 lbs.,IV Tubing (Sterile),3/2014,1/16/2013,,3rd Sort,
Q207,L - 17.0 lbs.,Central Line Supplies,2/2014,2/6/2013,,3rd Sort,
Q208,L - 14.0 lbs.,Arterial Line Central Venous Kits x24,3/2014,2/6/2013,,3rd Sort,
Q209,L - 14.5 lbs.,Central Line Kits & Supplies,2/2014,2/11/2013,,3rd Sort,
Q211,L - 17.0 lbs.,IV Mix,No EXP,2/18/2013,,,
Q212,L - 15.5 lbs.,IV Mix,8/2014,2/18/2013,,3rd Sort,
Q213,L - 15.5 lbs.,IV Mix,9/2017,2/18/2013,,,
Q215,L - 16.0 lbs.,IV Mix: Ext. Tubing; Caps; Hep. Lock Caps; Alligator Clips,4/2014,2/18/2013,,3rd Sort,
Q216,L - 21.0 lbs.,IV Mix,2/2014,2/18/2013,,3rd Sort,
Q217,L - 21.0 lbs.,IV Tubing: Primary Sets,9/2015,2/18/2013,,,
Q219,L - 13.0 lbs.,IV Mix: Spikes; Ext. Tubing; Cannulas; etc.,4/2015,4/11/2013,,,
Q220,L - 17.0 lbs.,"Central Line Kits, Multi-Lumen",5/2014,4/12/2013,,3rd Sort,
Q221,L - 14.8 lbs.,Central Line & Arterial Line Kits; Tubing,10/2014,5/13/2013,,3rd Sort,
Q222,L - 18.4 lbs.,PICC Kits,5/2014,6/12/2013,,3rd Sort,
Q224,L - 16.0 lbs.,IV Mix,6/2014,7/11/2013,,3rd Sort,
Q225,L - 15.8 lbs.,"IV Mix: connectors, 2nd sets, extensions, port access sets",06/2015,8/29/2013,,,
Q227,L - 16.8 lbs.,"IV Mix: 2nd sets, connectors, extensions",01/2016,9/10/2013,,,
Q228,L - 21.0 lbs.,IV Tubing,01/2016,9/10/2013,,,
Q229,L - 17.0 lbs.,IV Mix,1/2015,9/27/2013,,,
Q230,L - 13.2 lbs.,IV Mix; Ext. Tubing; Secondary Tubing,1/2015,9/27/2013,,,
Q231,L - 14.8 lbs.,Central Line and PICC Kits/Trays,03/2015,10/28/2013,,,
Q232,L - 17.4 lbs.,IV Mix; Secondary Sets; Connectors,6/2016,11/25/2013,,,
Q233,L - 17.4 lbs.,IV Tubing,4/2016,11/25/2013,,,
Q234,L - 17.8 lbs.,IV Mix: Secondary Tubing; Stopcocks; Ext. Tubing; Caps,7/2015,1/28/2014,,,
Q235,L - 11.6 lbs.,Central Line Kits and Supplies,3/2015,2/17/2014,,,
Q236,L - 15.2 lbs.,13 CVC Kits,3/2015,2/17/2014,,,
Q237,L - 20.2 lbs.,IV Tubing: Primary; Secondary; Extension,9/2015,3/4/2014,,,
Q238,L - 16.4 lbs.,IV Tubing: Extension; Secondary; Misc.,11/2015,3/4/2014,,,
Q239,L - 13.4 lbs.,IV Mix: Caps; Alligator Clips; Hep Locks; Extension Tubing,1/2016,3/4/2014,,,
Q240,L - 17.0 lbs.,Central Line Supplies: Kits; Dressing Change Kits; Guidewires,4/2015,3/27/2014,,,
Q241,L - 19.2 lbs.,Primary IV Tubing (Gravity),5/2015,3/27/2014,,,
Q242,L - 21.2 lbs.,IV MIX: Extension Tubing; Secondary Tubing; Tubing Caps,6/2016,4/24/2014,,,
