Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped
E491,L - 25.0 lbs.,Underpads/Chux (Disposable) x141,No EXP,10/8/2012,,,
E494,L - 30.0 lbs.,Pediatric Supplies (Personal Care): Powder; Shampoo; Blankets; Etc.,No EXP,10/12/2012,Anastasiya,,
E455,L - 15.0 lbs.,Pediatric Supplies (Respiratory): Suction catheters; EKG; Disp. BP Cuffs; Etc.,No EXP,10/12/2012,Anastasiya,,
-----
E460,L - 14.0 lbs.,Masks -950OR laser-/ 50 Dental Isolation shields  ,No EXP,10/21/2012,Abshiro,,
E480,L - 15.0 lbs.,8 Boxes Surgical Head Covers,No EXP,12/6/2012,Abshiro,,
E487,L - 14.5 lbs.,OR Masks,No EXP,12/14/2012,Abshiro,,
E489,S - 15.0 lbs.,Gloves (Sterile),1/2015,12/14/2012,Anastasiya,,
E490,S - 20.0 lbs.,"Gloves (Loose, Unsterile)",No EXP,12/14/2012,Abshiro,,
E504,S - 16.0 lbs.,"Gloves (Loose, Unsterile)",No EXP,11/30/2012,Abshiro,,
E516,S - 16.0 lbs.,"Gloves (Loose, Unsterile) x226",No EXP,11/8/2012,Abshiro,,
E520,S - 22.0 lbs.,Personal Care: Lotion; Wash; Shampoo,No EXP,1/4/2013,Anastasiya,,
E521,L - 18.5 lbs.,Masks (Ear Loop),No EXP,1/4/2013,Abshiro,,
E522,S - 11.0 lbs.,Gloves (Sterile): Sizes 7 to 10.5,No EXP,1/4/2013,Anastasiya,,
E531,S - 10.5 lbs.,Gloves (Sterile): ? x22; Med. x65; 6 x42; 7 x50,No EXP,1/8/2013,Anastasiya,,
E535,S - 14.5 lbs.,Gloves (Sterile): 7.5 x90; 8 x60; 8.5 x40,No EXP,1/8/2013,,,
E537,L - 16.0 lbs.,Masks (Ear Loop),No EXP,1/18/2013,Abshiro,,
E542,S - 16.5 lbs.,"Gloves (Loose, Unsterile): Assort. 5.5 to 9",No EXP,2/6/2013,Abshiro,,
E549,S - 17.5 lbs.,"Gloves (Loose, Unsterile)",No EXP,2/11/2013,Abshiro,,
E551,L - 16.0 lbs.,OR Masks,No EXP,2/18/2013,Abshiro,,
E562,L - 19.0 lbs.,Masks: Molded x11 boxes of 100; Ear Loop x11 boxes of 50 masks,No EXP,2/20/2013,Abshiro,,
E565,S - 17.5 lbs.,"Gloves (Loose, Unsterile): All Sizes",No EXP,3/15/2013,Abshiro,,
E570,L - 17.0 lbs.,Masks: ~700 Cone (regular); 52 Heavy-Duty Cone; ~150 Surgical; Loose,No EXP,3/26/3013,Abshiro,,
E571,S - 4.0 lbs.,Head Covers,No EXP,4/10/2013,Abshiro,,
E575,S - 14.0 lbs.,"Gloves (Loose, Unsterile): 2 Bags Include Sizes 6 to 7.5",No EXP,4/11/2013,Abshiro,,
E580,L - 15.0 lbs.,Masks,No EXP,4/11/2013,Abshiro,,
E582,L - 14.0 lbs.,Masks,No EXP,4/26/2013,Abshiro,,
E598,L - 16.2 lbs.,"Gowns (Sterile, Paper)",7/2016,5/13/2013,,,
E600,L - 18.4 lbs.,"Surgical Drapes, Sheets, and Cover (Sterile) & Other Misc. Surgical Supplies",8/2015,5/13/2013,Anastasiya,,
E610,L - 13.8 lbs.,Masks (Ear Loop),No EXP,6/7/2013,Abshiro,,
E614,S - 18.6 lbs.,"Gloves (Loose, Unsterile): Assorted Sizes",No EXP,7/12/2013,Abshiro,,
E615,S - 17.0 lbs.,"Gloves (Loose, Unsterile): Assorted Sizes",No EXP,7/12/2013,Abshiro,,
E617,S - 18.6 lbs.,"Gloves (Loose, Unsterile): 5.5 x3; 6 x16; 6.5 x22; 7 x58; 7.5 x48; 8 x74; 8.5 x37; 9 x4",No EXP,7/12/2013,Abshiro,,
E625,L - 16.8 lbs.,Masks: Procedure x8 boxes; Cone x4 boxes; Face Shields x2 boxes; Filter x12 boxes,No EXP,8/7/2013,Abshiro,,
E629,S - 16.8 lbs.,"Gloves (Loose, Unsterile): Large x111; No Size x3 bags",No EXP,8/7/2013,Abshiro,,
E630,S - 20.6 lbs.,"Gloves (Loose, Unsterile): 7.5 x95; 8 x81; 8.5 x107",No EXP,8/7/2013,Abshiro,,
E631,S - 16.8 lbs.,"Gloves (Loose, Unsterile): 5.5 x227; 6 x15; 6.5 x21; 7 x25; Med. x16",No EXP,8/7/2013,Abshiro,,
E632,S - 14.8 lbs.,Gloves (Sterile): 5.5 x43; 7.5 x46; 8 x49; 8.5 x31; Lg. x43,01/2015,8/7/2013,Anastasiya,,
E633,S - 13.4 lbs.,Gloves (Sterile): 6 x203,01/2015,8/7/2013,Anastasiya,,
E639,L - 10.4 lbs.,Masks: Procedure x2 boxes; Face Shields x3 boxes; Surgical x11 boxes; Respirator x2 boxes; Loose Bags x3,No EXP,8/12/2013,Abshiro,,
E640,L - 18.0 lbs.,"Gowns (Sterile, Paper) x37",12/2016,8/12/2013,,,
E643,S - 13.6 lbs.,Gloves (Sterile): Sm. x39; Md. x170; Lg. x69,04/2015,8/12/2013,Anastasiya,,
E650,L - 13.6 lbs.,Shoe Covers and Leg Covers,No EXP,8/29/2013,Anastasiya,,
E655,L - 31.8 lbs.,Gloves (Sterile): 6 x250; 8 x125,12/2015,9/10/2013,Anastasiya,,
E658,S - 16.8 lbs.,"Gloves (Unsterile, Loose): 7 x96; 7-7.5 x17; 7.5 x86; Med. x17; One Size Fits All x44",No EXP,9/10/2013,Abshiro,,
E659,S - 17.6 lbs.,"Gloves (Unsterile, Loose): 5.5 x105; 6 x159; 6.5 x25; 9 x10; One Size Fits All x15",No EXP,9/10/2013,Abshiro,,
E660,S - 20.4 lbs.,"Gloves (Unsterile, Loose): 8 x76; 8.5 x132; Large x130",No EXP,9/10/2013,Abshiro,,
E661,L - 15.4 lbs.,Masks: Surgical x19 Boxes; Procedure x2 Boxes,No EXP,9/10/2013,Abshiro,,
E662,L - 15.6 lbs,Masks: Surgical; Face Shields; Respirator; Cone; Procedure; Ear Loop,No EXP,9/27/2013,Abshiro,,
E666,S - 12.6 lbs.,Gloves (Sterile): 8.5 x135,No EXP,10/14/2013,Anastasiya,,
E669,S - 12.6 lbs.,Gloves (Sterile): 8 x106; 8.5 x30,No EXP,10/14/2013,,,
E670,S - 12.2 lbs.,Gloves (Sterile): 7 x50; 8.5 x78,No EXP,10/14/2013,,,
E670,L - 14.0 lbs.,Surgical Masks,10/2018,10/14/2013,Abshiro,,
E671,S - 12.4 lbs.,Gloves (Sterile): 5.5 x35; 7.5 x50; 8 x26; 8.5 x31,No EXP,10/14/2013,Anastasiya,,
E672,S - 14.0 lbs.,Gloves (Sterile): 8.5 x150; 7.5 x4,No EXP,10/14/2013,Anastasiya,,
E673,S - 14.4 lbs.,Gloves (Sterile): 6 x24; 6.5 x77; 7.5 x50; 8 x15; 8.5 x6,01/2015,10/14/2013,Anastasiya,,
E674,S - 10.2 lbs.,Gloves (Sterile): 6.5 x122,No EXP,10/14/2013,Anastasiya,,
E675,S - 12.2 lbs.,Gloves (Sterile): 5.5 x38; 8 x100,No EXP,10/14/2013,Anastasiya,,
E677,S - 11.6 lbs.,Gloves (Sterile): 7 x50; 8.5 x78,No EXP,10/14/2013,,,
E679,S - 16.6 lbs.,"Gloves (Unsterile, Loose): 6.5 x61; 7.5 x176",No EXP,10/14/2013,Abshiro,,
E680,S - 17.2 lbs.,"Gloves (Unsterile, Loose): 6 x24; 7 x157; Medium x22",No EXP,10/14/2013,Abshiro,,
E681,S - 19.4 lbs.,"Gloves (Unsterile, Loose): 8 x59; 8.5 x69; Large x220",No EXP,10/14/2013,Abshiro,,
E684,S - 13.6 lbs.,Gloves (Sterile): 7 x27; 7.5 x35; Smalll x90; Medium x15; Large x72,05/2015,10/28/2013,Anastasiya,,
E685,S - 15.0 lbs.,Gloves (Sterile): 5.5 x102; 6 x32; 6.5 x64; 8 x6; 8.5 x1,05/2015,10/28/2013,Anastasiya,,
E687,S - 13.0 lbs.,Gloves (Sterile): 6 x30; 6.5 x96; 9 x9,01/2015,10/28/2013,Anastasiya,,
E690,L - 14.0 lbs.,Surgical Masks,10/2018,11/22/2013,Abshiro,,
E695,S - 3.2 lbs.,OR Hats/Head Covers,No EXP,11/25/2013,Abshiro,,
E697,S - 13.6 lbs.,"Gloves (Loose, Unsterile) x246",No EXP,12/16/2013,Abshiro,,
E698,S - 15.6 lbs.,"Gloves (Loose, Unsterile) x250",No EXP,12/16/2013,Abshiro,,
E733,S - 11.8 lbs.,Gloves (Sterile): Med. x50; Lg. x100; 6.5 x41; 7.5 x12,11/2015,1/14/2014,Anastasiya,,
E734,S - 9.2 lbs.,Gloves (Sterile): Sm. x103; Med. x59; Lg. x6,2/2016,1/14/2014,Anastasiya,,
E736,L - 18.4 lbs.,"Gowns (Paper, Unsterile) x46",No EXP,1/28/2014,,,
E737,L - 19.4 lbs.,"Gowns (Paper, Unsterile) x48",No EXP,1/28/2014,,,
E738,S - 16.0 lbs.,"Gloves (Boxed, Unsterile): 7 Small; 3 Large",No EXP,1/28/2014,Abshiro,,
E739,S - 17.0 lbs.,"Gloves (Boxed, Unsterile): 7 Small; 3 Medium",No EXP,1/28/2014,Abshiro,,
E740,S - 13.2 lbs.,"Gloves (Boxed, Unsterile): 10 Boxes XS",No EXP,1/28/2014,Abshiro,,
E741,S - 14.4 lbs.,"Gloves (Boxed, Unsterile): 10 Boxes Large",No EXP,1/28/2014,Abshiro,,
E742,S - 21.8 lbs.,"Gloves (Loose, Unsterile): Sizes 7-9",No EXP,1/28/2014,Abshiro,,
E743,S - 14.0 lbs.,Gloves (Sterile): 6.5 x50; 7.5 x62; 8.5 x28; Lg. x35,4/2016,1/28/2014,Anastasiya,,
E744,S - 14.4 lbs.,Gloves (Sterile): 6 x40; 6.5 x50; Lg. x100,4/2018,1/28/2014,Anastasiya,,
E745,S - 14.5 lbs.,"Gloves (Loose, Unsterile): 5.5 x46; 6.5 x68; 7 x37; 6 Bags Misc.",No EXP,2/10/2014,Abshiro,,
E746,S - 18.4 lbs.,"Gloves (Loose, Unsterile): 6 x3; 7.5 x52; 8.5 x65; 9 x6",No EXP,2/10/2014,Abshiro,,
E747,L - 21.2 lbs.,"Gowns (Sterile, Paper): 31 XL; 8 XXL",No EXP,2/10/2014,,,
E748,L - 18.2 lbs.,"Gowns (Sterile, Paper): 1 Sm.; 10 Lg.; 13 XL; 10 XXL",No EXP,2/10/2014,,,
E751,L - 21.0 lbs.,"Gowns (Sterile, Paper): 37 Lg.; 8 XXL",No EXP,2/10/2014,,,
E752,L - 18.8 lbs.,"Gowns (Sterile, Paper): 2 Sm.; 11; Lg.; 27 XL",No EXP,2/10/2014,,,
E753,L - 18.6 lbs.,"Gowns (Sterile, Paper): 33 XL; 6 XXL",No EXP,2/10/2014,,,
E754,S - 16.8 lbs.,"Gloves (Loose, Unsterile): All Sizes",No EXP,2/17/2014,Abshiro,,
E755,S - 16.8 lbs.,"Gloves (Loose, Unsterile): All Sizes",No EXP,2/17/2014,Abshiro,,
E756,L - 21.0 lbs.,"Gowns (Unsterile, Paper): 50 XL",No EXP,2/17/2014,,,
E757,L - 31.2 lbs.,Gloves (Sterile): Assorted Sizes,4/2015,2/17/2014,Anastasiya,,
E758,L - 17.6 lbs.,"Gowns (Unsterile, Paper) x47",No EXP,2/17/2014,,,
E759,L - 19.2 lbs.,"Gowns (Unsterile, Paper) x48",No EXP,2/17/2014,,,
E760,L - 18.0 lbs.,"Gowns (Sterile, Paper) x35",No EXP,2/17/2014,,,
E761,L - 17.8 lbs.,"Gowns (Unsterile, Paper)",No EXP,2/17/2014,,,
E762,S - 16.0 lbs.,"Gloves (Unsterile, Boxed): XL x 6; Med. x 1; XS x 4",No EXP,2/26/2014,Abshiro,,
E763,L - 20.4 lbs.,"Gowns (Unsterile, Paper): XL x 42; XXL x 1; Lg. x 7; Sm-Med. x 1",No EXP,2/26/2014,,,
E764,L - 22.6 lbs.,"Gowns (Unsterile, Paper): XL - 46",No EXP,2/26/2014,,,
E765,L - 13.0 lbs.,Shoe Covers,No EXP,2/26/2014,Anastasiya,,
E766,S - 19.0 lbs.,"Gloves (Unsterile, Loose): 5.5 x13; 6 x33; 6.5 x35; 7 x61; 7.5 x6; 8 x11; 8.5 x82; Large x61",No EXP,3/13/2014,Abshiro,,
E767,S - 18.6 lbs.,"Gloves (Unsterile, Loose): 7.5 x65; 8 x91; 8.5 x91; 9 x3",No EXP,3/13/2014,Abshiro,,
E768,L - 21.2 lbs.,"Gowns (Unsterile, Paper): Lg. x8; XL x43; XXL x1; 3XL x1",No EXP,3/13/2014,,,
E769,L - 13.8 lbs.,Masks,No EXP,3/13/2014,Abshiro,,
E770,L - 20.0 lbs.,"Gowns (Unsterile, Paper): Large x15; XL x22; Universal x14",No EXP,3/13/2014,,,
E771,L - 12.6 lbs.,"Gowns (Sterile, Paper) x26",No EXP,3/13/2014,,,
E772,S - 15.0 lbs.,Gloves (Sterile): 5.5 x2; 6.5 x91; 7 x27; 8 x30; 8.5 x14; 9 x1; Sm. x1; Med. x1; Lg. x38; Unisize x16,3/2015,3/24/2014,Anastasiya,,
E773,S - 13.0 lbs.,Gloves (Sterile): 5.5 x95; 6.5 x5; 8 x50; Lg. x5,1/2015,3/24/2014,Anastasiya,,
E774,S - 13.2 lbs.,Gloves (Unsterile): Sizes 6.5 - 8.5,No EXP,3/24/2014,Abshiro,,
E775,L - 17.4 lbs.,"Gowns (Sterile, Paper): Large to XXL",No EXP,3/24/2014,,,
E776,L - 19.4 lbs.,"Gowns (Sterile, Paper): Lg. x23; XXL x10",No EXP,3/27/2014,,,
E777,L - 19.4 lbs.,"Gowns (Unsterile, Paper): Lg. x4; XL x43; XXL x1",No EXP,3/27/2014,Fairland,,
E778,S - 13.8 lbs.,Gloves (Sterile): 6 x44; 6.5 x48; 7 x16; 7.5 x49; 8 x11; 8.5 x7,No EXP,3/27/2014,Anastasiya,,
E779,S - 19.6 lbs.,"Gloves (Loose, Unsterile): Sizes 5.5 to 9",No EXP,3/27/2014,Abshiro,,
E780,L - 19.0 lbs.,"Gowns (Unsterile, Paper)",No EXP,4/12/2014,,,
E781,L - 18.2 lbs.,"Gowns (Unsterile, Paper)",No EXP,4/12/2014,,,
E782,L - 18.0 lbs.,"Gowns (Unsterile, Paper)",No EXP,4/12/2014,,,
E783,S - 20.0 lbs.,"Gloves (Loose, Unsterile)",No EXP,4/12/2014,Abshiro,,
E784,L - 23.8 lbs.,Isolation Gowns,No EXP,4/12/2014,,,
E785,S - 18.2 lbs.,"Gloves (Boxed, Unsterile): Med. x4; Lg. x6; Unisize x1",No EXP,4/24/2014,Abshiro,,
E786,S - 19.2 lbs.,"Gloves (Loose, Unsterile): 5.5 x43; 6 x91; 6.5 x56; 8.5 x51; 9 x23",No EXP,4/24/2014,Abshiro,,
E787,S - 21.8 lbs.,"Gloves (Loose, Unsterile): 7x115; 7.5 x69; 8 x98",No EXP,4/24/2014,Abshiro,,
E788,L - 19.0 lbs.,"Gowns (Sterile, Paper): XL x30",No EXP,4/24/2014,,,
E789,L - 17.4 lbs.,"Gowns (Unsterile, Paper) x43",No EXP,4/24/2014,,,
E790,S - 11.0 lbs.,Isolation Gowns and Plastic Aprons,No EXP,4/24/2014,,,
E791,S - 5.0 lbs.,Head Covers,No EXP,4/24/2014,Abshiro,,
E792,L - 14.2 lbs.,Masks,No EXP,4/24/2014,Abshiro,,
E793,S - 17.6 lbs.,"Gloves (Unsterile, Loose): 5.5 x43; 6 x36; 6.5 x38; Med. x152; Lg. x58; 9 x29",No EXP,5/7/2014,,,
E794,S - 21.0 lbs.,"Gloves (Unsterile, Loose): 7 x60; 7.5 x78; 8 x104; 8.5 x49",No EXP,5/7/2014,,,
E795,S - 15.2 lbs.,"Gloves (Unsterile, Boxed): Small x5; Med. x3; Lg. x2",No EXP,5/7/2014,,,
E796,L - 20.0 lbs.,"Gowns (Unsterile, Paper) x50",No EXP,5/7/2014,,,
E797,L - 19.6 lbs.,"Gowns (Unsterile, Paper) x50",No EXP,5/7/2014,,,
E798,L - 19.6 lbs.,"Gowns (Unsterile, Paper) x50",No EXP,5/7/2014,,,
E799,L - 14.0 lbs.,Masks,No EXP,5/7/2014,,,
E800,S - 17.0 lbs.,"Gloves (Boxed, Unsterile): Sm. x2; Med. x5; Lg. x3",No EXP,5/18/2014,,,
E801,S - 16.8 lbs.,"Gloves (Boxed, Unsterile): Medium x10",No EXP,5/18/2014,,,
E802,S - 15.8 lbs.,"Gloves (Boxed, Unsterile): Small x12",No EXP,5/18/2014,,,
E803,S - 20.8 lbs.,"Gloves (Boxed, Unsterile): Medium x12",No EXP,5/18/2014,,,
E804,S - 14.0 lbs.,Gloves (Sterile): 6 x9; 6.5 x195; Med. x15,10/2015,5/18/2014,,,
E805,S - 16.0 lbs.,Gloves (Sterile): 7 x5; 7.5 x138; 8 x54; 9 x4,12/2015,5/18/2014,,,
