Box Number,Box Size & Weight,Contents,Exp. Date,Date Entered,Reserved For,Shipped To,Date Shipped
H311,L - 24.0 lbs.,Nebulizers: 42 Handheld; 26 Masks; 9 Tubing; 1 Bag of Mouth Pieces,No EXP,1/16/2013,,,
H312,S - 28.0 lbs.,Oxygen Gauges and Regulators,No EXP,2/6/2013,Abshiro,,
H314,S - 11.5 lbs.,Oxygen Tubing,No EXP,2/7/2013,Abshiro,,
H315,S - 12.0 lbs.,Oxygen Tubing,No EXP,2/7/2013,Abshiro,,
H316,S - 11.0 lbs.,Nasal Cannulas,No EXP,2/7/2013,Abshiro,,
H317,S - 6.0 lbs.,Airways (Unsterile),No EXP,2/11/2013,,,
H319,L - 23.0 lbs.,Oxygen Tubing,7/2017,3/15/2013,Abshiro,,
H323,L - 20.0 lbs.,60 O2 Masks; 50 Nasal Cannulas; 40 Biflo Masks,No EXP,4/10/2013,Abshiro,,
H323,L - 22.4 lbs.,Oxygen Masks,No EXP,4/26/2013,Abshiro,,
H324,L - 24.0 lbs.,Oxygen Masks (Adult) with Tubing x100,No EXP,4/26/2013,Abshiro,,
H324,L - 10.6 lbs.,Ambu Bags (Pediatric),No EXP,4/26/2013,,,
H325,L - 18.8 lbs.,CPAP: Masks and Supplies; 1 Machine,No EXP,4/26/2013,,,
H326,L - 13.4 lbs.,CPAP: Nasal and Full Masks,No EXP,4/26/2013,,,
H327,L - 16.6 lbs.,Ambu Bags (Adult) x14,No EXP,4/26/2013,,,
H327,L - 14.8 lbs.,Humidifier and Nebulizer Bottles,No EXP,4/26/2013,Abshiro,,
H328,L - 14.8 lbs.,Humidifiers for Nebulizers,No EXP,6/3/2013,Abshiro,,
H329,L - 18.2 lbs.,Oxygen Masks; Nasal Cannulas; Tracheostomy Masks,No EXP,7/11/2013,Abshiro,,
H330,L - 12.4 lbs.,Ambu Bags: 11 Adult; 5 Manual Resusitators,No EXP,7/11/2013,,,
H331,L - 24.2 lbs.,Oxygen Tubing,No EXP,7/11/2013,Anastasiya,,
H332,L - 18.2 lbs.,Respiratory Mix: Connectors; Filters; Etc.,No EXP,7/11/2013,,,
H333,L - 19.8 lbs.,Respiratory Mix: Aero Chambers; Spirometers; Peak Flow Meters,No EXP,7/11/2013,,,
H334,L - 20.4 lbs.,Respiratory Mix,No EXP,8/7/2013,,,
H335,L - 14.2 lbs.,Ambu Bags (Adult) x12,No EXP,9/10/2013,,,
H337,L - 16.2 lbs.,Ambu Bags (Pediatric),No EXP,9/10/2013,Anastasiya,,
H338,S - 12.6 lbs.,Nasal Cannulas x87,No EXP,9/16/2013,Abshiro,,
H339,L - 21.6 lbs.,Oxygen Masks x90; Nasal Cannulas x48,No EXP,9/16/2013,Abshiro,,
H340,L - 26.2 lbs.,Nebulizers x2; Sets and Tubing,No EXP,9/27/2013,,,
H341,L - 16.4 lbs.,Ambu Bags (Adult) x13,No EXP,9/27/2013,,,
H342,L - 27.4 lbs.,Oxygen Masks x70; Oxygen Tubing x46,No EXP,10/28/2013,Abshiro,,
H343,L - 28.0 lbs.,3 Nebulizers with Tubing,01/2016,11/22/2013,,,
H344,L - 26.0 lbs.,Oxygen Masks x112,No EXP,11/22/2013,Abshiro,,
H345,L - 17.2 lbs.,Respiratory Mix,No EXP,11/22/2013,,,
H346,L - 13.4 lbs.,Ambu Bags (Adult) x10,No EXP,11/22/2013,Fairland,,
H347,S - 10.6 lbs.,Oxygen Tubing x75,No EXP,11/22/2013,Abshiro,,
H348,S - 9.4 lbs.,Oxygen Tubing x75,No EXP,11/22/2013,Abshiro,,
H349,S - 11.4 lbs.,Oxygen Tubing x60,No EXP,11/22/2013,Abshiro,,
H350,S - 11.2 lbs.,Oxygen Tubing x160,No EXP,11/22/2013,Abshiro,,
H351,S - 10.5 lbs.,Oxygen Tubing x54,No EXP,11/22/2013,Abshiro,,
H352,S - 11.4 lbs.,Oxygen Tubing x12,02/2015,11/22/2013,Abshiro,,
H353,S - 12.0 lbs.,Nasal Cannulas x100,No EXP,11/22/2013,Abshiro,,
H354,L - 14.8 lbs.,Respiratory Resusitators: 6 & 14; 20 Pediatric Ambu Masks,No EXP,1/14/2014,,,
H355,L - 11.2 lbs.,Blue Corrugated Tubing,No EXP,1/19/2014,,,
H356,S - 27.2 lbs.,Oxygen Gauges x25,No EXP,1/19/2014,Fairland,,
H357,L - 15.6 lbs.,7 Adult Ambu Bags; 8 Pediatric Ambu Bags,No EXP,2/17/2014,,,
H358,L - 14.0 lbs.,Nebulizer/Humidifiers Bottles,No EXP,2/26/2014,Abshiro,,
H359,L - 14.4 lbs.,Respiratory Mix: PEEP Valves; Mini Spacers; Flex Extenders; Etc.,12/2017,3/4/2014,,,
H360,L - 17.2 lbs.,Respiratory Mix: 6 Peak Flow Meters; 26 Incentive Spirometers; 17 Metered Dose Inhalers,No EXP,3/4/2014,,,
H361,S - 6.2 lbs.,Pro-Vent Arterial Blood Sampling Kits x100,5/2016,3/4/2014,,,
H362,L - 10.0 lbs.,Blue Corrugated Tubing,No EXP,3/4/2014,,,
H363,S - 5.6 lbs.,Arterial Blood Sampling Kits,5/2016,3/13/2014,,,
H364,S - 12.0 lbs.,Nasal Cannulas x75,No EXP,3/13/2014,Fairland,,
H365,L - 14.6 lbs.,Ambu Bags (Pediatric) x18,No EXP,3/13/2014,Fairland,,
H366,L - 16.4 lbs.,Oxygen Masks x99,No EXP,3/13/2014,Fairland,,
H367,L - 22.8 lbs.,Oxygen Masks and Cannulas,No EXP,4/24/2014,Abshiro,,
